event_name,event_link,event_description,start_date_and_time,end_date_and_time,event_location,event_organizer,event_contact,event_cost,event_type
REDCAT International Children’s Film Festival,http://www.redcat.org,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/06/2014 12:00:00 AM,05/06/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,http://www.redcat.org,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/07/2014 12:00:00 AM,05/07/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,http://www.redcat.org,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/08/2014 12:00:00 AM,05/08/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,http://www.redcat.org,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/09/2014 12:00:00 AM,05/09/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,http://www.redcat.org,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/11/2014 12:00:00 AM,05/11/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/12/2014 12:00:00 AM,05/12/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/13/2014 12:00:00 AM,05/13/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/14/2014 12:00:00 AM,05/14/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/15/2014 12:00:00 AM,05/15/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/16/2014 12:00:00 AM,05/16/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
REDCAT International Children’s Film Festival,,"The Roy and Edna Disney/CalArts Theater invites film lovers of all ages to discover a world of cinematic surprises. The event includes the best animated and live-action films for children. 

Events take place May 3 - 18 

Times vary, please check website for details 
",05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,,REDCAT,213-237-2800,Check website for prices,"Family Friendly, Fairs & Festivals, Culture & Community"
32nd Annual Cinco de Mayo Celebration,http://www.ci.monterey-park.ca.us,"This annual celebration features a wide variety of entertainers, including folklorico dancers, mariachis, and other traditional Mexican music.  

",05/04/2014 01:00:00 PM,05/04/2014 06:00:00 PM,,City of Monterey Park,,Free,"Family Friendly, Fairs & Festivals, Free!, Culture & Community"
Downtown Art Walk,http://www.downtownartwalk.org,"The Downtown Art Walk is a monthly, self-guided tour of the art exhibition venues in Downtown Los Angeles, including commercial art galleries, public museums, nonprofit spaces, and grassroots arts venues. The event brings together art lovers and community friends to the ever-evolving Downtown Los Angeles.
",05/08/2013 12:00:00 PM,05/08/2013 10:00:00 PM,,Downtown LA Art Walk,,Free,"Culture & Community, Art & Antiques, Free!"
Target Free Family Saturday: Take Me Out to the Ball Game,http://www.anm.org,"Bring out the whole family for baseball-themed fun that will sure to be a home run!  Sponsored by Target, these special Saturdays are filled with fun activities giving families unique ways to learn, play, and grow together.
",05/09/2013 11:00:00 AM,05/09/2013 04:00:00 AM,,Japanese American National Museum,213-625-0414,Free,"Famiy Friendly, Free!, Arts & Antiques, Culture & Community"
World Trade Week Boat Tours,http://www.portoflosangeles.org,"In celebration of World Trade Week the Port of Los Angeles is sponsoring free public boat tours of the Los Angeles Harbor.
",05/10/2013 10:00:00 AM,05/10/2013 03:00:00 AM,,Port of Los Angeles,310-732-3508,Free,"Family Friendly, Free!, Tour LA"
Pomona Art Walk,http://www.metropomona.com,"The Downtown Pomona Arts Colony has an art walk every second and last Saturday of the month that brings big crowds to stroll the streets. Over a dozen galleries host receptions and open houses to showcase their latest exhibits and artists. Music, food, wine, and art throughout the evening. 

This event takes place on May 10 & 31
",05/10/2014 03:00:00 PM,05/10/2014 11:00:00 PM,,Pomona Arts Colony,909-469-1121,Free,"Culture & Community, Art & Antiques, Free!"
Pomona Art Walk,http://www.metropomona.com,"The Downtown Pomona Arts Colony has an art walk every second and last Saturday of the month that brings big crowds to stroll the streets. Over a dozen galleries host receptions and open houses to showcase their latest exhibits and artists. Music, food, wine, and art throughout the evening. 

This event takes place on May 10 & 31
",05/31/2014 03:00:00 PM,05/31/2014 11:00:00 PM,,Pomona Arts Colony,909-469-1121,Free,"Culture & Community, Art & Antiques, Free!"
Play Days – Monterey Park’s Birthday Celebration,http://www.ci.monterey-park.ca.us,"The event is one of the highlights of Monterey Park’s annual birthday celebration. In addition to the parade, there will be four days of rides and live entertainment at Barnes Park. 

This event takes place May 10 & 31, Thursday and Friday 5:00 p.m. – 10:00 p.m., Saturday 12:00 noon – 12:00 midnight, Sunday 1:00 p.m. – 10:00 p.m.
",05/15/2014 05:00:00 PM,05/15/2014 10:00:00 PM,,City of Monterey Park,,Free,"Family Friendly, Holiday Celebration, Free!"
Play Days – Monterey Park’s Birthday Celebration,http://www.ci.monterey-park.ca.us,"The event is one of the highlights of Monterey Park’s annual birthday celebration. In addition to the parade, there will be four days of rides and live entertainment at Barnes Park. 

This event takes place May 10 & 31, Thursday and Friday 5:00 p.m. – 10:00 p.m., Saturday 12:00 noon – 12:00 midnight, Sunday 1:00 p.m. – 10:00 p.m.
",05/16/2014 05:00:00 PM,05/16/2014 10:00:00 PM,,City of Monterey Park,,Free,"Family Friendly, Holiday Celebration, Free!"
Play Days – Monterey Park’s Birthday Celebration,http://www.ci.monterey-park.ca.us,"The event is one of the highlights of Monterey Park’s annual birthday celebration. In addition to the parade, there will be four days of rides and live entertainment at Barnes Park. 

This event takes place May 10 & 31, Thursday and Friday 5:00 p.m. – 10:00 p.m., Saturday 12:00 noon – 12:00 midnight, Sunday 1:00 p.m. – 10:00 p.m.
",05/17/2014 12:00:00 PM,05/17/2014 11:59:00 PM,,City of Monterey Park,,Free,"Family Friendly, Holiday Celebration, Free!"
