LocationType,Location Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Parks,Stoner Park,1835,,,Stoner,Ave,,,,,,,,"Los Angeles
CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/reccenter/facility/stonerRC.htm,(310) 479-7200,11,34.03844736,-118.4532902
Parks,Moonshine Canyon Park,,,,Tampa,Ave,,,,,Senson,Ave,,"Northridge
CA 91326
(34.2882, -118.566)",CA,91326,http://www.laparks.org/dos/parks/facility/moonshineCanyonPk.htm,(818) 368-8343,12,34.288216,-118.566046
Parks,Ken Malloy Harbor Regional Park,25820,,S,Vermont,Ave,,,,,,,,"Harbor City
CA 90710
(33.7877, -118.295)",CA,90710,http://www.laparks.org/dos/parks/facility/kenMalloyHarborPk.htm,(310) 548-7529,15,33.787682,-118.295031
Parks,Montecito Heights Park,4545,,,Homer,St,,,,,,,,"Los Angeles
CA 90031
(34.0955, -118.203)",CA,90031,http://www.laparks.org/dos/reccenter/facility/montecitoHeightsRC.htm,(213) 485-5148,1,34.095544,-118.20335
Parks,Fehlhaber-Houk Park,9521,,,Tujunga Canyon,Blvd,,,,,,,,"Tujunga
CA 91042
(34.2402, -118.274)",CA,91042,http://www.laparks.org/dos/parks/facility/fehlhaberHoukPk.htm,(818) 899-4537,7,34.240206,-118.273916
Parks,Los Angeles High Memorial Park,4625,,W,Olympic,Blvd,,,,,,,,"Los Angeles
CA 90019
(34.0566, -118.332)",CA,90019,http://www.laparks.org/dos/parks/facility/laHighMemorialPk.htm,(213) 485-5054,4,34.05657403,-118.3319039
Parks,Robert L. Burns Park,4900,,,Beverly,Blvd,,,,,,,,"Los Angeles
CA 90004
(34.0757, -118.316)",CA,90004,http://www.laparks.org/dos/parks/facility/burnsRLPk.htm,(213) 847-3599,4,34.075652,-118.316078
Parks,Roger Jessup Park,12467,,,Osborne,St,,,,,,,,"Pacoima
CA 91331
(34.2579, -118.405)",CA,91331,http://www.laparks.org/dos/reccenter/facility/rogerjessupRC.htm,(818) 899-8087,7,34.25794605,-118.4047298
Parks,Ascot Hills Park,4371,,,Multnomah,St,,,,,,,,"Los Angeles
CA 90032
(34.0697, -118.19)",CA,90032,http://www.laparks.org/dos/parks/facility/ascothillsPk.htm,(323) 223-2764,14,34.06969978,-118.1899629
Parks,Lafayette Park,625,,S,Lafayette Park,Pl,,,,,,,,"Los Angeles
CA 90057
(34.0621, -118.283)",CA,90057,http://www.laparks.org/dos/reccenter/facility/lafayetteMCC.htm,(213) 384-0562,10,34.06211618,-118.282875
Parks,Cohasset-Melba Park,7449,,,Melba,Ave,,,,,,,,"West Hills
CA 91307
(34.2057, -118.635)",CA,91307,http://www.laparks.org/dos/parks/facility/cohassetMelbaPk.htm,(818) 883-6641,12,34.20565289,-118.6346313
Parks,Latham Park,,,,Latham,St,,,,,53rd,St,,"Los Angeles
CA 90011
(33.9945, -118.251)",CA,90011,http://www.laparks.org/dos/parks/facility/lathamPk.htm,(213) 346-7395,9,33.99451,-118.25129
Parks,Griffith Park,,,,Griffith Park,Dr,,,,,Zoo,Dr,,"Los Angeles
CA 90027
(34.1182, -118.272)",CA,90027,http://www.laparks.org/dos/parks/griffithPK/index.htm,(323) 913-4688,4,34.1182,-118.272105
Parks,North Atwater Park,3900,,W,Chevy Chase,Dr,,,,,,,,"Los Angeles
CA 90039
(34.1334, -118.272)",CA,90039,http://www.laparks.org/dos/parks/facility/northAtwaterPk.htm,(323) 664-6611,13,34.133398,-118.271813
Parks,Elinor and Don Richardson Family Park,2700,,S,Budlong,Ave,,,,,,,,"Los Angeles
CA 90007
(34.0301, -118.296)",CA,90007,http://www.laparks.org/dos/parks/facility/richardsonFamilyPk.htm,(213) 485-5054,8,34.03012939,-118.2958057
Parks,Mount Olympus Park,243,,E,Avenue 33,,,,,,,,,"Los Angeles
CA 90031
(34.0847, -118.211)",CA,90031,,(310) 548-7675,1,34.084669,-118.210822
Parks,Dorothy J. and Benjamin B. Smith Park,7020,,,Franklin,Ave,,,,,,,,"Los Angeles
CA 90028
(34.104, -118.343)",CA,90028,http://www.laparks.org/dos/parks/facility/smithDBPk.htm,(213) 847-3599,13,34.10399621,-118.3428203
Parks,Grape Street Pocket Park,10726,,,Grape,St,,,,,,,,"Los Angeles
CA 90059
(33.9381, -118.237)",CA,90059,http://www.laparks.org/dos/parks/facility/grapeStPocketPk.htm,(213) 785-1835,15,33.938145,-118.236807
Parks,109th Street Park,1464,,E,109th,St,,,,,,,,"Los Angeles
CA 90059
(33.9366, -118.249)",CA,90059,http://www.laparks.org/dos/reccenter/facility/109thStreetRC.htm,(323) 566-4561,15,33.93664647,-118.2489586
Parks,Devonshire Arleta Park,14215,,W,Devonshire,St,,,,,,,,"Pacoima
CA 91331
(34.2578, -118.444)",CA,91331,http://www.laparks.org/dos/parks/facility/devonshireArletaPk.htm,(818) 368-8343,6,34.25780789,-118.443572
Parks,Peck Park,560,,N,Western,Ave,,,,,,,,"San Pedro
CA 90732
(33.7478, -118.309)",CA,90732,http://www.laparks.org/dos/reccenter/facility/peckParkComCtr.htm,(310) 548-7580,15,33.74779038,-118.3091125
Parks,Selma Park,6567,,,Selma,Ave,,,,,,,,"Los Angeles
CA 90028
(34.0999, -118.333)",CA,90028,http://www.laparks.org/dos/parks/facility/selmaPk.htm,(213) 847-3599,13,34.09985676,-118.3331657
Parks,Elysian Park - Bishop Canyon,929,,,Academy,Rd,,,,,,,,"Los Angeles
CA 90012
(34.0817, -118.235)",CA,90012,http://www.laparks.org/dos/parks/facility/bishopCanyonElysianPk.htm,(213) 485-5054,13,34.081707,-118.234692
Parks,Alizondo Drive Park,,,,Topanga Canyon,Blvd,,,,,Mulholland,Dr,,"Woodland Hills
CA 91367
(34.151, -118.605)",CA,91367,http://www.laparks.org/dos/parks/facility/alizondoDrPk.htm,(818) 756-8060,3,34.15100013,-118.6048001
Parks,Avalon-San Pedro Park,4025,,,Avalon,Blvd,,,,,,,,"Los Angeles
CA 90011
(34.0104, -118.266)",CA,90011,,(310) 548-7675,9,34.010389,-118.265542
Parks,Devonwood Park,10230,,,Woodman,Ave,,,,,,,,"Panorama City
CA 91345
(34.2564, -118.454)",CA,91345,http://www.laparks.org/dos/parks/facility/devonwoodPk.htm,(818) 368-8343,7,34.25638115,-118.4541937
Parks,Van Ness Park,5720,,,2nd,Ave,,,,,,,,"Los Angeles
CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.org/dos/reccenter/facility/vanNessRC.htm,(323) 296-1559,8,33.99082417,-118.319119
Parks,Vineyard Park,2942,,,Vineyard,Ave,,,,,,,,"Los Angeles
CA 90016
(34.0283, -118.347)",CA,90016,http://www.laparks.org/dos/reccenter/facility/vineyardRC.htm,(323) 732-2469,10,34.02828057,-118.34653
Parks,Brand Park,15174,,,San Fernando Mission,Blvd,,,,,,,,"Mission Hills
CA 91345
(34.2727, -118.462)",CA,91345,http://www.laparks.org/dos/parks/facility/brandPk.htm,(818) 756-5016,7,34.27269566,-118.4615049
Parks,Stonehurst Park,9901,,,Dronfield,St,,,,,,,,"Sun Valley
CA 91352
(34.2495, -118.375)",CA,91352,http://www.laparks.org/dos/reccenter/facility/stonehurstRC.htm,(818) 767-0314,7,34.24945616,-118.3748623
Parks,Taxco Trails Park,23367,,,Ingomar,St,,,,,,,,"West Hills
CA 91304
(34.212, -118.638)",CA,91304,http://www.laparks.org/dos/parks/facility/taxcoTrailsPk.htm,(818) 883-6641,12,34.21202182,-118.6383285
Parks,Hubert H. Humphrey Memorial Park,12560,,,Filmore,St,,,,,,,,"Pacoima
CA 91331
(34.2818, -118.407)",CA,91331,http://www.laparks.org/dos/reccenter/facility/huberthumphreyRC.htm,(818) 896-6510,7,34.28181122,-118.4074686
Parks,Green Meadows Park,431,,E,89th,St,,,,,,,,"Los Angeles
CA 90003
(33.9557, -118.267)",CA,90003,http://www.laparks.org/dos/reccenter/facility/greenMeadowsRC.htm,(323) 565-4242,9,33.95568832,-118.2672316
Parks,Vermont Square,1248,,W,47th,St,,,,,,,,"Los Angeles
CA 90037
(34.0006, -118.297)",CA,90037,http://www.laparks.org/dos/parks/facility/vermontsqPk.htm,(323) 296-1559,9,34.0005829,-118.2971828
Parks,Shatto Park,3191,,W,4th,St,,,,,,,,"Los Angeles
CA 90020
(34.0673, -118.289)",CA,90020,http://www.laparks.org/dos/reccenter/facility/shattoRC.htm,(213) 386-8877,13,34.067287,-118.289251
Parks,Laurel Grove Park,,,,Laurelgrove,Ave,,,,,Erwin,St,,"North Hollywood
CA 91606
(34.1831, -118.401)",CA,91606,,(818) 506-7456,2,34.183069,-118.400733
Parks,Prospect Park,,,,Echandia,St,,,,,Judson,St,,"Los Angeles
CA 90033
(34.0536, -118.217)",CA,90033,http://www.laparks.org/dos/parks/facility/prospectPk.htm,(323) 224-2315,14,34.05358,-118.216963
Parks,Porter Ridge Park,18799,,,Sesnon,Blvd,,,,,Reseda,Blvd,,"Northridge
CA 91326
(34.297, -118.542)",CA,91326,http://www.laparks.org/dos/parks/facility/porterRidgePk.htm,(818) 368-8343,12,34.296952,-118.541546
Parks,Sheldon-Arleta / Cesar Chavez Park,8701,,N,Sharp,Ave,,,,,,,,"Sun Valley
CA 91352
(34.2275, -118.407)",CA,91352,,(818) 899-4537,6,34.227487,-118.40675
Parks,Point Fermin - Wilder's Addition,607,,,Paseo Del Mar,,,,,,,,,"San Pedro
CA 90731
(33.7061, -118.292)",CA,90731,http://www.laparks.org/dos/parks/facility/wildersAdditionPk.htm,(310) 548-7705,15,33.706143,-118.292091
Parks,South Weddington Park,10800,,W,Valleyheart,Dr,,,,,,,,"North Hollywood
CA 91604
(34.142, -118.362)",CA,91604,http://www.laparks.org/dos/parks/facility/weddingtonPkSo.htm,(818) 766-8445,2,34.141995,-118.361734
Parks,James Slauson Park,5300,,S,Compton,Ave,,,,,,,,"Los Angeles
CA 90011
(33.9946, -118.248)",CA,90011,http://www.laparks.org/dos/reccenter/facility/slausonMC.htm,(323) 233-1174,9,33.99462127,-118.2476422
Parks,Algin Sutton Park,8800,,S,Hoover,St,,,,,,,,"Los Angeles
CA 90044
(33.9579, -118.287)",CA,90044,http://www.laparks.org/dos/reccenter/facility/alginSuttonRC.htm,(323) 753-5808,8,33.957928,-118.286929
Parks,Reseda Park,18411,,,Victory,Blvd,,,,,,,,"Reseda
CA 91335
(34.1868, -118.535)",CA,91335,http://www.laparks.org/dos/parks/facility/resedaPk.htm,(818) 881-3882,3,34.186754,-118.5345636
Parks,Valencia (Ross) Community Park,,,E,1st,St,,,,,Chicago,St,,"Los Angeles
CA 90033
(34.0448, -118.212)",CA,90033,http://www.laparks.org/dos/parks/facility/laniVestPocketPk.htm,(213) 485-4858,14,34.04480331,-118.2122865
Parks,Lemon Grove Park,4959,,,Lemon Grove,Ave,,,,,,,,"Los Angeles
CA 90029
(34.0863, -118.305)",CA,90029,http://www.laparks.org/dos/reccenter/facility/lemonGroveRC.htm,(323) 666-4144,13,34.08634611,-118.3046676
Parks,Baldwin Hills Park,5401,,,Highlight,Pl,,,,,,,,"Los Angeles
CA 90016
(34.0234, -118.365)",CA,90016,http://www.laparks.org/dos/reccenter/facility/baldwinHillsRC.htm,(323) 934-0746,10,34.02340135,-118.3646015
Parks,Amistad Park,13116,,W,Kagel Canyon,St,,,,,,,,"Pacoima
CA 91331
(34.253, -118.418)",CA,91331,,(818) 899-4537,7,34.253043,-118.418134
Parks,Haines Canyon Park,7021,,W,Arama,Ave,,,,,,,,"Tujunga
CA 91042
(34.237, -118.282)",CA,91042,http://www.laparks.org/dos/parks/facility/hainesCanyonPk.htm,(818) 899-4537,7,34.23696,-118.282285
Parks,Lazy J Ranch Park,,,,Ingomar,,,,,,Valley Circle,Blvd,,"West Hills
CA 91304
(34.2121, -118.646)",CA,91304,http://www.laparks.org/dos/parks/facility/lazyJPk.htm,(818) 883-6641,12,34.212086,-118.645669
Parks,Cypress Park,2630,,,Pepper,Ave,,,,,,,,"Los Angeles
CA 90065
(34.0894, -118.226)",CA,90065,http://www.laparks.org/dos/reccenter/facility/cypressRC.htm,(213) 485-5384,1,34.0894357,-118.2255846
Parks,Banning Park,1331,,,Eubank,Ave,,,,,,,,"Wilmington
CA 90744
(33.7902, -118.256)",CA,90744,http://www.laparks.org/dos/reccenter/facility/banningRC.htm,(310) 548-7776,15,33.79017637,-118.2562904
Parks,Woodley Avenue Park,6350,,,Woodley,Ave,,,,,,,,"Van Nuys
CA 91436
(34.182, -118.484)",CA,91436,http://www.laparks.org/dos/parks/facility/woodleyPk.htm,(818) 756-7667,6,34.18196,-118.483681
Parks,Saint Andrews Park,8701,,,St. Andrews,Pl,,,,,,,,"Los Angeles
CA 90047
(33.9597, -118.311)",CA,90047,http://www.laparks.org/dos/reccenter/facility/StAndrewsRC.htm,(213) 485-1751,8,33.95973995,-118.3114526
Parks,Carthay Circle Park,,,,McCarthy,Vis,,,,,Crescent Heights,,,"Los Angeles
CA 90048
(34.0614, -118.367)",CA,90048,http://www.laparks.org/dos/parks/facility/carthayCirclePk.htm,(323) 292-6622,5,34.061441,-118.367283
Parks,Lou Costello (Hostetter) Park,3141,,E,Olympic,Blvd,,,,,,,,"Los Angeles
CA 90023
(34.0205, -118.211)",CA,90023,http://www.laparks.org/dos/reccenter/facility/louCostelloRC.htm,(213) 485-9111,14,34.02048437,-118.2108829
Parks,Canal Park,401,,E,Linnie Canal,,,,,,,,,"Venice
CA 90291
(33.9848, -118.467)",CA,90291,http://www.laparks.org/dos/parks/facility/canalPk.htm,(310) 548-7675,11,33.98476,-118.46656
Parks,Ross Snyder Park,1501,,E,41st,St,,,,,,,,"Los Angeles
CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/dos/reccenter/facility/rossSnyderRC.htm,(323) 231-3964,9,34.00871681,-118.2473934
Parks,Bee Canyon Park,17251,,W,Van Gogh,Blvd,,,,,,,,"Granada Hills
CA 91344
(34.3077, -118.511)",CA,91344,http://www.laparks.org/dos/parks/facility/beeCanyonPk.htm,(818) 363-3556,12,34.307658,-118.510653
Parks,Bandini Canyon Park,,,W,Sepulveda,St,,,,,Bandini,,,"San Pedro
CA 90731
(33.7464, -118.293)",CA,90731,http://www.laparks.org/dos/parks/facility/bandiniCanyonPk.htm,(310) 548-7529,15,33.746395,-118.293041
Parks,Lexington Avenue Pocket Park,5523,,,Lexington Ave,,,,,,,,,"Hollywood
CA 90038
(34.093, -118.31)",CA,90038,http://www.laparks.org/dos/parks/facility/seilyRodriguezPk.htm,(213) 485-5572,13,34.092985,-118.31007
Parks,Saint James Park,20,,S,St. James,Park,,,,,,,,"Los Angeles
CA 90007
(34.0317, -118.28)",CA,90007,http://www.laparks.org/dos/parks/facility/stJamesPk.htm,(310) 548-7675,1,34.03168,-118.27974
Parks,Zelzah Park,11690,,,Zelzah,Ave,,,,,,,,"Granada Hills
CA 91344
(34.2812, -118.525)",CA,91344,http://www.laparks.org/dos/parks/facility/zelzahPk.htm,(818) 368-8343,12,34.28123,-118.524815
Parks,Point Fermin Park,807,,,Paseo Del Mar,,,,,,,,,"San Pedro
CA 90731
(33.7063, -118.293)",CA,90731,http://www.laparks.org/dos/parks/facility/pointFerminPk.htm,(310) 548-7705,15,33.70633171,-118.2929289
Parks,Elysian Park,929,,,Academy,Rd,,,,,,,,"Los Angeles
CA 90012
(34.0794, -118.236)",CA,90012,http://www.laparks.org/dos/parks/facility/elysianPk.htm,(213) 485-5054,13,34.079411,-118.235668
Parks,Washington Irving Pocket Park,4103,,W,Washington,Blvd,,,,,,,,"Los Angeles
CA 90018
(34.0401, -118.329)",CA,90018,http://www.laparks.org/dos/parks/facility/washingtonIrvingPk.htm,(310) 548-7675,10,34.040104,-118.328586
Parks,Sepulveda Park,8801,,,Kester,Ave,,,,,,,,"Panorama City
CA 91405
(34.2301, -118.458)",CA,91405,http://www.laparks.org/dos/reccenter/facility/sepulvedaRC.htm,(818) 893-3700,6,34.23005873,-118.4575623
Parks,Rosecrans Park,840,,W,149th,St,,,,,,,,"Gardena
CA 90247
(33.8968, -118.291)",CA,90247,http://www.laparks.org/dos/reccenter/facility/rosecransRC.htm,(310) 327-3653,15,33.8967552,-118.29132
Parks,Toberman Park,1725,,,Toberman,St,,,,,,,,"Los Angeles
CA 90015
(34.0391, -118.279)",CA,90015,http://www.laparks.org/dos/reccenter/facility/tobermanRC.htm,(213) 485-6896,1,34.03912821,-118.2787516
Parks,MacArthur Park,2230,,W,6th,St,,,,,,,,"Los Angeles
CA 90057
(34.0604, -118.277)",CA,90057,http://www.laparks.org/dos/parks/facility/macArthurPk.htm,(213) 368-0520,1,34.06035058,-118.2770864
Parks,Angeles Mesa Park,4726,,W,8th,Ave,,,,,,,,"Los Angeles
CA 90043
(34.0003, -118.326)",CA,90043,http://www.laparks.org/dos/parks/facility/angelesMesaPk.htm,(310) 548-7675,8,34.00025,-118.32561
Parks,Woodbridge Park,11240,,,Moorpark,St,,,,,Elmer,Ave,,"Studio City
CA 91602
(34.1502, -118.376)",CA,91602,http://www.laparks.org/dos/parks/facility/woodbridgePk.htm,(818) 766-8445,2,34.15021183,-118.3764461
Parks,Chatsworth Park North,22300,,,Chatsworth,St,,,,,,,,"Chatsworth
CA 91311
(34.2644, -118.611)",CA,91311,http://www.laparks.org/dos/parks/facility/chatsworthPkNorth.htm,(818) 341-0377,12,34.264439,-118.611196
Parks,Rolland Curtis Park,1287,,W,38th,St,,,,,,,,"Los Angeles
CA 90037
(34.0166, -118.3)",CA,90037,http://www.laparks.org/dos/parks/facility/curtisRolandPk.htm,(310) 548-7675,8,34.016615,-118.300007
Parks,Moon Canyon Park,911,,N,Museum,Dr,,,,,,,,"Los Angeles
CA 90065
(34.1084, -118.214)",CA,90065,http://www.laparks.org/dos/parks/facility/moonCynPk.htm,(323) 225-0370,1,34.108427,-118.213926
Parks,4916 S. McKinley Avenue Pocket Park,4916,1/2,S,McKinley,Ave,,,,,,,,"Los Angeles
CA 90011
(33.9988, -118.261)",CA,90011,,(310) 548-7675,9,33.998755,-118.260624
Parks,Leslie N. Shaw Park,2250,,W,Jefferson,Blvd,,,,,,,,"Los Angeles
CA 90018
(34.0258, -118.32)",CA,90018,http://www.laparks.org/dos/parks/facility/shawLNPk.htm,(323) 233-4772,10,34.025814,-118.319733
Parks,Juntos Park,3135,,,Drew,St,,,,,,,,"Los Angeles
CA 90064
(34.1183, -118.246)",CA,90064,http://www.laparks.org/dos/parks/facility/juntosPk.htm,(213) 485-1310,13,34.11830364,-118.2455792
Parks,Garvanza Park,6240,,,Meridian,St,,,,,,,,"Los Angeles
CA 90042
(34.1201, -118.18)",CA,90042,http://www.laparks.org/dos/parks/facility/garvanzaPk.htm,(323) 255-0370,14,34.12007,-118.179944
Parks,Westchester Park,7000,,W,Manchester,Ave,,,,,,,,"Los Angeles
CA 90045
(33.9596, -118.415)",CA,90045,http://www.laparks.org/dos/reccenter/facility/westchesterRC.htm,(310) 670-7473,11,33.959629,-118.415188
Parks,Ritchie Valens Park,10731,,,Laurel Canyon,Blvd,,,,,,,,"Pacoima
CA 91331
(34.2658, -118.439)",CA,91331,http://www.laparks.org/dos/parks/facility/ritchieValensPk.htm,(818) 834-5172,7,34.265782,-118.439137
Parks,4600 Orchard Ave Pocket Park,4600,,,Orchard,Ave,,,,,,,,"Los Angeles
CA 90037
(34.0016, -118.289)",CA,90037,,(310) 548-7675,9,34.001558,-118.288625
Parks,Budd Weiner Park,4301,,,Via Marisol,,,,,,Via Colina,,,"Los Angeles
CA 90032
(34.0979, -118.184)",CA,90032,http://www.laparks.org/dos/parks/facility/buddWeinerPk.htm,(323) 225-3329,14,34.09794,-118.18389
Parks,Denker and Torrance Pocket Park,1490,,W,Torrance,Blvd,,,,,,,,"Los Angeles
CA 90501
(33.8416, -118.304)",CA,90501,,(310) 548-7675,15,33.84162,-118.303546
Parks,105th Street Pocket Park,609,,W,105th,St,,,,,,,,"Los Angeles
CA 90044
(33.9409, -118.285)",CA,90044,,(310) 548-7675,8,33.940919,-118.285253
Parks,San Vicente Mountain Park,17500,,,Mulholland,Dr,,,,,,,,"Los Angeles
CA 90272
(34.1286, -118.513)",CA,90272,http://www.laparks.org/dos/parks/facility/sanVicenteMtnPk.htm,(310) 840-2187,11,34.128635,-118.513031
Parks,Averill Park,,,,Dodson,Ave,,,,,Averill Park,,,"San Pedro
CA 90732
(33.7333, -118.312)",CA,90732,http://www.laparks.org/dos/parks/facility/averillPk.htm,(310) 832-7328,15,33.733276,-118.311721
Parks,La Tuna Canyon Park,6801,,W,La Tuna Canyon,Rd,,,,,,,,"Sun Valley
CA 91352
(34.2331, -118.311)",CA,91352,,(818) 899-4537,7,34.233146,-118.311337
Parks,City Hall Park,200,,N,Spring,St,,,,,,,,"Los Angeles
CA 90012
(34.053, -118.244)",CA,90012,http://www.laparks.org/dos/parks/facility/cityHallPk.htm,(213) 972-0500,14,34.05305,-118.243749
Parks,South Park,345,,E,51st,St,,,,,,,,"Los Angeles
CA 90011
(33.9966, -118.269)",CA,90011,http://www.laparks.org/dos/reccenter/facility/southPkRC.htm,(213) 847-6746,9,33.99664406,-118.268573
Parks,Sun Valley Park,8133,,,Vineland,Ave,,,,,,,,"Sun Valley
CA 91352
(34.2184, -118.371)",CA,91352,http://www.laparks.org/dos/parks/facility/sunValleyPk.htm,(818) 767-6151,6,34.21844465,-118.3705312
Parks,Louise Park,7140,,,Louise,Ave,,,,,,,,"Van Nuys
CA 91406
(34.2002, -118.51)",CA,91406,http://www.laparks.org/dos/parks/facility/louisePk.htm,(818) 881-3882,6,34.20016537,-118.5097238
Parks,Panorama City Park,8600,,,Hazeltine,Ave,,,,,,,,"Panorama City
CA 91402
(34.2267, -118.441)",CA,91402,http://www.laparks.org/dos/reccenter/facility/panoramaRC.htm,(818) 893-3401,6,34.22673102,-118.4413338
Parks,Griffith Park - Park Center,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1342, -118.283)",CA,90027,http://www.laparks.org/dos/parks/facility/parkCenter.htm,(323) 644-2050,4,34.134213,-118.282994
Parks,Norman O. Houston Park,4800,,S,La Brea,Ave,,,,,,,,"Los Angeles
CA 90008
(33.9989, -118.358)",CA,90008,http://www.laparks.org/dos/parks/facility/houstonNOPk.htm,(323) 291-5928,8,33.998907,-118.357772
Parks,Branford Park,13310,,,Branford,St,,,,,,,,"Arleta
CA 91331
(34.2334, -118.423)",CA,91331,http://www.laparks.org/dos/parks/facility/branfordPk.htm,(818) 893-4923,6,34.23336299,-118.4233033
Parks,Madison West Park,464,,N,Madison,Ave,,,,,,,,"Los Angeles
CA 90004
(34.0797, -118.289)",CA,90004,http://www.laparks.org/dos/parks/facility/madisonPk.htm,(323) 664-1407,13,34.079685,-118.288537
Parks,Dearborn Park,17141,,,Nordhoff,St,,,,,,,,"Northridge
CA 91330
(34.2358, -118.508)",CA,91330,http://www.laparks.org/dos/parks/facility/dearbornPk.htm,(818) 363-8343,12,34.23581729,-118.507668
Parks,John Quimby Park,7008,,,De Soto,Ave,,,,,,,,"Canoga Park
CA 91303
(34.1979, -118.588)",CA,91303,http://www.laparks.org/dos/parks/facility/quimbyJPk.htm,(818) 883-6641,3,34.19793,-118.58825
Parks,Wall Street Community Park,8620,,,Wall,St,,,,,,,,"Los Angeles
CA 90003
(33.9595, -118.272)",CA,90003,,,9,33.959532,-118.271566
Parks,Wilmington Park,325,,N,Neptune,Ave,,,,,,,,"Wilmington
CA 90744
(33.7731, -118.269)",CA,90744,http://www.laparks.org/dos/reccenter/facility/wilmingtonRC.htm,(310) 548-7645,15,33.77313982,-118.2686791
Parks,Pershing Square,530,,S,Olive,St,,,,,,,,"Los Angeles
CA 90012
(34.0486, -118.253)",CA,90012,http://www.laparks.org/pershingsquare/index.html,(213) 847-4970,14,34.04856,-118.25348
Parks,North Hollywood Park,11430,,,Chandler,Blvd,,,,,,,,"North Hollywood
CA 91601
(34.1679, -118.38)",CA,91601,http://www.laparks.org/dos/reccenter/facility/northHollywoodRC.htm,(818) 763-7651,2,34.1679113,-118.3798722
Parks,Potrero Canyon Park,15125,,,Pacific Coast,Hwy,,,,,,,,"Pacific Palisades
CA 90272
(34.0366, -118.524)",CA,90272,,(310) 836-1040,11,34.036613,-118.524027
Parks,Normandie Park,1550,,S,Normandie,Ave,,,,,,,,"Los Angeles
CA 90006
(34.0446, -118.3)",CA,90006,http://www.laparks.org/dos/reccenter/facility/normandieRC.htm,(323) 737-1181,1,34.04455488,-118.3001516
Parks,Rinaldi Park,18501,,W,Rinaldi,St,,,,,,,,"Porter Ranch
CA 91326
(34.2762, -118.537)",CA,91326,,(818) 368-8343,12,34.276163,-118.536797
Parks,Hoover-Gage Mini Park,,,,Hoover,St,,,,,Gage,St,,"Los Angeles
CA 90044
(33.9822, -118.287)",CA,90044,http://www.laparks.org/dos/parks/facility/hooverGagePk.htm,(213) 346-7395,9,33.982185,-118.287465
Parks,Ramona Hall Park,4580,,N,Figueroa,St,,,,,,,,"Los Angeles
CA 90065
(34.0977, -118.206)",CA,90065,http://www.laparks.org/dos/reccenter/facility/ramonahallCRC.htm,(323) 276-3021,1,34.09770325,-118.2058522
Parks,Lacy Street Neighborhood Park,,,,Ave 26,,,,,,Lacy,St,,"Los Angeles
CA 90031
(34.0821, -118.22)",CA,90031,http://www.laparks.org/dos/parks/facility/lacyStNeighborHoPk.htm,(323) 225-3329,1,34.082073,-118.220347
Parks,Hollenbeck Park,415,,S,Saint Louis,St,,,,,,,,"Los Angeles
CA 90033
(34.0414, -118.216)",CA,90033,http://www.laparks.org/dos/parks/facility/hollenbeckPk.htm,(323) 261-0113,14,34.04136456,-118.2160944
Parks,Four Oaks Park,,,,Melba,,,,,,Cohasset,,,"West Hills
CA 91307
(34.206, -118.635)",CA,91307,http://www.laparks.org/dos/parks/facility/fourOaksPk.htm,(818) 341-6595,1,34.205956,-118.635194
