APN,Registered Date,Property Type,Property Location,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Contact Phone
2679012007,11/25/2014,Single Family,"10412 N HAYVENHURST AVE
Los Angeles, CA 91344
(34.259659689000046, -118.49354671399999)",,12,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2679015020,07/15/2014,Single Family,"10644 N DEBRA AVE
Los Angeles, CA 91344
(34.26420313600005, -118.48916689099997)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2679017002,11/12/2014,Single Family,"10455 N GOTHIC AVE
Los Angeles, CA 91344
(34.260886869000046, -118.48863223199999)",,12,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2679017005,11/26/2014,Single Family,"10437 N GOTHIC AVE
Los Angeles, CA 91344
(34.260395997000046, -118.48872210999997)",,12,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2679023003,06/27/2014,Single Family,"16522 W HIAWATHA ST
Los Angeles, CA 91344
(34.25953293800006, -118.49165927599995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2680001007,11/10/2014,Single Family,"11037 N WOODLEY AVE
Los Angeles, CA 91344
(34.27111106500007, -118.484742128)",,12,Champion Mortgage Company,Customer Service,855-683-3095,Connie's House & Cleaning Service,Connie Renteria,5228   Halifax RD  Temply City CA 91780 ,626-453-0397
2680008014,01/31/2014,Single Family,"16242 W BERMUDA ST
Los Angeles, CA 91344
(34.26625304500004, -118.486340343)",,12,LPP Mortgage LTD. c/o Dovenmuehle,Tracy Duck,847-550-7771,JVS Construction Group,Angel Jose,1732  W Slauson AVE  Los Angeles CA 90047 ,818-502-1530
2680008029,11/20/2014,Single Family,"16249 W CHATSWORTH ST
Los Angeles, CA 91344
(34.264718206000055, -118.48648898799996)",,12,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2680009016,12/07/2014,Single Family,"10918 N ODESSA AVE
Los Angeles, CA 91344
(34.26893094800005, -118.491236389)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2680010031,03/03/2014,Single Family,"16532 W SAN FERNANDO MISSION BLVD
Los Angeles, CA 91344
(34.271943013000055, -118.49233912199998)",,12,Fannie Mae,Aileen Cabalu,949-930-0823,Re/Max Olson & Associates,Jon Cohen,11141   TAMPA AVE  NORTHRIDGE CA 91326 ,818-993-1511
2680013030,07/09/2014,Single Family,"10832 N DEBRA AVE
Los Angeles, CA 91344
(34.267499814000075, -118.49021661899997)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2680013047,12/01/2014,Single Family,"10861 N GOTHIC AVE
Los Angeles, CA 91344
(34.26807249800004, -118.48919224099996)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,LPS,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2680023026,12/01/2014,Single Family,"16415 W LUDLOW ST
Los Angeles, CA 91344
(34.27111425700008, -118.48962468899998)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,LPS,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2681002003,08/06/2014,Single Family,"11443 N DEBRA AVE
Los Angeles, CA 91344
(34.27845455700003, -118.49011176199997)",,12,Highlander Community Services & Investments LLC,Paul O'Dwyer,940-894-2000,triple 7 management inc,Ken Ballantyne,1007  N Sepulveda BLVD  Manhattan Beach CA 90267 ,310-606-0682
2681013002,05/08/2014,Single Family,"11309 N GOTHIC AVE
Los Angeles, CA 91344
(34.27596101900008, -118.48910236299997)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2681013015,09/30/2014,Single Family,"16430 W SIMONDS ST
Los Angeles, CA 91344
(34.27628365800007, -118.49028921299998)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2681021012,12/10/2014,Single Family,"11209 N GOTHIC AVE
Los Angeles, CA 91344
(34.27379588200006, -118.48871173899994)",,12,Caliber Home Loans,Kandyce Hughes,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2681021017,12/04/2014,Single Family,"11216 N DEBRA AVE
Los Angeles, CA 91344
(34.27424757600005, -118.48948607299997)",,12,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2682021002,06/09/2014,Single Family,"16835 W SAN FERNANDO MISSION BLVD
Los Angeles, CA 91344
(34.272058241000025, -118.49901889999995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2682021025,07/07/2014,Single Family,"16828 W DONMETZ ST
Los Angeles, CA 91344
(34.273772836000035, -118.49869971799995)",,12,ONE WEST BANK,LEAH COLLINS,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
2682021035,09/09/2014,Single Family,"16840 W DONMETZ ST
Los Angeles, CA 91344
(34.27380394800008, -118.49920441799998)",,12,US Bank Home Mortgages,Patrick Bradfield,651-312-2411,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2682026023,10/27/2014,Single Family,"16915 W INDEX ST
Los Angeles, CA 91344
(34.275647599000024, -118.50042237899999)",,12,"U.S. Bank NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2683017002,11/22/2014,Single Family,"10824 N PETIT AVE
Los Angeles, CA 91344
(34.26702737800008, -118.49813279499995)",,12,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2683020002,10/27/2014,Single Family,"16651 W CHATSWORTH ST
Los Angeles, CA 91344
(34.26474816500007, -118.49537999399996)",,12,U.S. Bank National Association C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2683020016,09/05/2014,Single Family,"16642 W LOS ALIMOS ST
Los Angeles, CA 91344
(34.26557319900007, -118.49514953799996)",,12,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2683021003,07/31/2014,Single Family,"16743 W CHATSWORTH ST
Los Angeles, CA 91344
(34.264758536000045, -118.49720866499996)",,12,"LoanCare, a Division of FNF Servicing, Inc",Heather da Silva,757-452-5071,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835
2683025013,07/17/2014,Single Family,"10833 N FORBES AVE
Los Angeles, CA 91344
(34.267412241000045, -118.50024031899994)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2683027006,06/17/2014,Single Family,"10834 N BALBOA BLVD
Los Angeles, CA 91344
(34.26711034300007, -118.50222569999994)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2684013033,06/09/2014,Single Family,"10403 N GERALD AVE
Los Angeles, CA 91344
(34.259331288000055, -118.49476237099998)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2684017015,08/13/2014,Single Family,"10343 N HAYVENHURST AVE
Los Angeles, CA 91344
(34.25878049800008, -118.49362276399995)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2685005018,10/09/2014,Single Family,"10021 N FORBES AVE
Los Angeles, CA 91343
(34.25265151100007, -118.50023225299998)",,12,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2685013032,07/03/2014,Single Family,"16648 W SEPTO ST
Los Angeles, CA 91343
(34.25159959400003, -118.49504717599996)",,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
2685019004,01/20/2014,Single Family,"10122 N FORBES AVE
Los Angeles, CA 91343
(34.254510141000026, -118.50014583199999)",,12,Nationstar Mortgage LLC,Customer Service,877-367-0512,NULL,NULL,         ,NULL
2685019010,10/27/2014,Single Family,"10127 N WHITAKER AVE
Los Angeles, CA 91343
(34.254671461000044, -118.49919289499996)",,12,"U.S. Bank NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2686005021,11/05/2014,Single Family,"16711 W MARILLA ST
Los Angeles, CA 91343
(34.24775777000008, -118.49631910399995)",,12,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2686020009,10/29/2014,Single Family,"9504 N WHITAKER AVE
Los Angeles, CA 91343
(34.243260414000076, -118.49916639199995)",,12,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2686020013,05/09/2014,Single Family,"9525 N PETIT AVE
Los Angeles, CA 91343
(34.24371902200005, -118.49820308499994)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2687015011,10/27/2014,Single Family,"16718 W GLEDHILL ST
Los Angeles, CA 91343
(34.242716537000035, -118.49613243399995)",,12,"Wells Fargo Bank, N.A C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2687023006,10/27/2014,Single Family,"9350 N RUBIO AVE
Los Angeles, CA 91343
(34.24089708400004, -118.49481076699999)",,12,Deutsche Bank National Trust Company C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2687023032,08/29/2014,Single Family,"9425 N HAYVENHURST AVE
Los Angeles, CA 91343
(34.241821214000026, -118.49378293199999)",,12,Carrington,Alon Peters,818-633-3588,NULL,NULL,         ,NULL
2688001008,05/06/2014,Single Family,"16433 W SUNBURST ST
Los Angeles, CA 91343
(34.23474850800005, -118.49063028899997)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2688007026,07/16/2014,Single Family,"16345 W RAYEN ST
Los Angeles, CA 91343
(34.23206830100003, -118.48897906899998)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2688016014,09/08/2014,Single Family,"16227 W PARTHENIA ST
Los Angeles, CA 91343
(34.22841787200008, -118.486048816)",,12,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2688021015,07/15/2014,Single Family,"9018 N RUBIO AVE
Los Angeles, CA 91343
(34.23439936700004, -118.49558625299994)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2688024044,11/06/2014,Single Family,"16732 W SUNBURST ST
Los Angeles, CA 91343
(34.23473352800005, -118.49738035499996)",,12,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2688026003,05/06/2014,Single Family,"8908 N BALBOA BLVD
Los Angeles, CA 91325
(34.23249003600006, -118.50250570499998)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2688029068,08/22/2014,Single Family,"16815 W PARTHENIA ST
Los Angeles, CA 91343
(34.22849853100007, -118.49864901799998)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2688029072,11/06/2014,Single Family,"16801 W PARTHENIA ST
Los Angeles, CA 91343
(34.22849853100007, -118.49812933899995)",,12,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2688030074,06/13/2014,Single Family,"16713 W PARTHENIA ST
Los Angeles, CA 91343
(34.22849629900003, -118.49611239399997)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2688033010,01/20/2014,Single Family,"16427 W SUNBURST ST
Los Angeles, CA 91343
(34.23474850800005, -118.49042979199999)",,12,Green Tree,Jeremy Iverson,480-383-0648,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804 ,888-627-2256
2688040032,03/13/2014,Single Family,"16664 W RAYEN ST
Los Angeles, CA 91343
(34.232057018000035, -118.49582982799996)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,Martinez Building and Development,Boler Markeese,7522   Finevale DR  DOWNEY CA 90240 ,623-444-0552
2688040036,09/12/2014,Single Family,"8822 N RUBIO AVE
Los Angeles, CA 91343
(34.230894473000035, -118.49590118299994)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2689003004,08/07/2014,Single Family,"16234 W CHASE ST
Los Angeles, CA 91343
(34.22473287400004, -118.486340343)",,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804 ,888-627-2256
2689003014,04/07/2014,Single Family,"16200 W COMMUNITY CT
Los Angeles, CA 91343
(34.22358385800004, -118.48575343299996)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2689005003,10/10/2014,Single Family,"16343 W SCHOENBORN ST
Los Angeles, CA 91343
(34.22231769200005, -118.48893873899999)",,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
2689015007,07/21/2014,Single Family,"8555 N DE CELIS PL
Los Angeles, CA 91343
(34.22637487600008, -118.49520254299995)",,12,Provident Funding Associates L.P.,Sae Bin Park,800-696-8199,National Valuation Services,Robert Buchannan,8842   Elm Ave  Temple City CA 91780 ,626-287-4431
2689017022,04/29/2014,Single Family,"16713 W BRYANT ST
Los Angeles, CA 91343
(34.227575554000055, -118.49644470299995)",,12,Caliber Home Loans,Arthur Ferrari,866-248-2679,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590 ,951-970-3899
2689025029,11/25/2014,Single Family,"8557 N WOODLEY AVE
Los Angeles, CA 91343
(34.22632071900006, -118.48520304099998)",,12,NationStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2689028025,10/02/2014,Single Family,"16434 W BRYANT ST
Los Angeles, CA 91343
(34.22748337100006, -118.49062913599994)",,12,Select Portfolio Servicing Inc,Rockbridge Group,800-962-6010,Tom Jackman,Chandra Balle,1   Polaris Way ST  Aliso Viejo CA 92656 ,949-292-5582
2690006014,11/25/2014,Single Family,"17052 W SUNBURST ST
Los Angeles, CA 91325
(34.23445352400006, -118.504379315)",,12,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2690023023,08/22/2014,Single Family,"17053 ROSCOE
LOS ANGELES, CA 91325
(34.221447719000025, -118.50530344499998)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2690023075,12/02/2014,Single Family,"17053 ROSCOE
LOS ANGELES, CA 91325
(34.221447719000025, -118.50530344499998)",,12,Caliber Home Loans,Kandyce Hughes,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2692007006,06/17/2014,Single Family,"9208 N ALDEA AVE
Los Angeles, CA 91325
(34.23789078100003, -118.50978582099998)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2692010048,05/20/2014,Single Family,"9460 N WISH AVE
Los Angeles, CA 91325
(34.242637029000036, -118.50841691099998)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2692015011,10/27/2014,Single Family,"17201 W CITRONIA ST
Los Angeles, CA 91325
(34.24579773800008, -118.50912902099998)",,12,Deutsche Bank National Trust Company C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2692019021,05/09/2014,Single Family,"17019 W CALAHAN ST
Los Angeles, CA 91325
(34.236437753000075, -118.50328925699995)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2692021027,05/06/2014,Single Family,"17003 W DEARBORN ST
Los Angeles, CA 91325
(34.23743793400007, -118.50292974499996)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2692024001,09/05/2014,Single Family,"9611 N PASO ROBLES AVE
Los Angeles, CA 91325
(34.24473763900005, -118.50336876399996)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2692024007,09/10/2014,Single Family,"9639 N PASO ROBLES AVE
Los Angeles, CA 91325
(34.24538752600006, -118.50413848799997)",,12,"Guss Investment Group, LLC",Steve Saurman,888-799-0401,Guss Investment Group,Steve Saurman,17100   Gillette AVE  Irvine CA 92614 ,888-799-0401
2692024009,01/22/2014,Single Family,"9670 N PASO ROBLES AVE
Los Angeles, CA 91325
(34.246100788000035, -118.50445651799998)",,12,Musicians Interguild Credit Union,Gene Dewald,323-462-6471,NULL,NULL,         ,NULL
2692024013,11/11/2014,Single Family,"9632 N PASO ROBLES AVE
Los Angeles, CA 91325
(34.24524349100005, -118.50387115899997)",,12,NationStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2694003021,10/21/2014,Single Family,"17142 W TUBA ST
Los Angeles, CA 91325
(34.25656350700007, -118.50697886299997)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2694012029,07/10/2014,Single Family,"10210 N AMESTOY AVE
Los Angeles, CA 91325
(34.25584102700003, -118.50670577199998)",,12,Central Mortgage Company,Gerald Brown,501-716-5887,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835
2694013003,12/09/2014,Single Family,"10038 N LOUISE AVE
Los Angeles, CA 91325
(34.25331061600008, -118.51110633599995)",,12,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2694018020,12/10/2014,Single Family,"10201 N GENESTA AVE
Los Angeles, CA 91325
(34.25551147400006, -118.50461207599994)",,12,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
