Client Prefix,Client First Name,Client Middle Name,Client Last Name,Client Suffix,Lobbying Firm,Registration Year,Date Representation Began,Date Terminated,Date Registered,Client Street Address,Client Street Address 2,Client City,Client State,Client Zip,Client Zip+4,Client Area Code,Client Telephone,Client Telephone Ext,Client Email,Client Alt Area Code,Client Alt Telephone,Client Alt Telephone Ext,Client Fax Area Code,Client Fax Number,Client Website,City Agencies,Lobbying Firm Registration Form
,,,DFS GROUP L.P. / DFS NORTH AMERICA,,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,1580 FRANCISCO ST.,,TORRANCE,CA,90501,,310,783-6600,,,,,,310,783-6601,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,Emerson College,,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,120 Boylston Street,,Boston,MA,02216,4624,617,824-8299,,,,,,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Building and Safety | Community Redevelopment Agency (CRA) | Planning, City | Public Works, Engineering",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,"FELD ENTERTAINMENT, INC.",,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,8607 Westwood Center Dr,,Vienna,VA,22182,,703,448-4000,,,,,,,,,"City Attorney, Office of | City Council (incl. Districts and Committees) | Animal Services | Public Works, Board of",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,"HEALTH NET, INC.",,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,21650 OXNARD ST.,,WOODLAND HILLS,CA,91367,,800,848-4747,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 11",,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,297 NORTH MARENGO AVE.,P.O. BOX 2500,PASADENA,CA,91102,,626,243-9700,,,,,,626,793-9743,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Community Redevelopment Agency (CRA) | Convention Center | Public Works, Board of | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,"International Brotherhood of Electrical Workers, Local 18",,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,4189 W. Second St.,,Los Angeles,CA,90004,4340,213,387-8274,,,,,,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Chief Administrative Officer (CAO) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,K ROAD POWER,,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,295 MADISON AVE.,37TH FLOOR,NEW YORK,NY,10017,,212,351-0535,,,,,,212,351-0531,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Chief Administrative Officer (CAO) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,"NBCUniversal Media, LLC",,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,100 Universal City Plaza,,Universal City,CA,91608,,818,777-3335,,,,,,818,866-3363,,"Mayor, Office of | City Council (incl. Districts and Committees) | Planning, City | Public Works, Board of | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,"Oracle America, Inc. ",,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/07/2013,2350 Kerner Blvd.,Suite 250,San Rafael,CA,94901,,415,389-6800,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,"SHANGRI-LA CONSTRUCTION, LP",,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,1801 AVENUE OF THE STARS,SUITE 921,LOS ANGELES,CA,90067,,310,553-7700,,,,,,310,553-7707,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,TITAN OUTDOOR LLC,,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,850 THIRD AVENUE,,NEW YORK,NY,10022,,212,644-6200,,,,,,212,644-2010,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,WESTFIELD,,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,11601 WILSHIRE BLVD.,11TH FLOOR,LOS ANGELES,CA,90025,,310,478-4456,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,"XEROX BUSINESS SERVICES, LLC & ITS AFFILIATES",,Sage Advisors Inc,2013,01/01/2013,09/30/2013,02/05/2013,"1800 M STREET, NW","NORTH TOWER, STE. 700",WASHINGTON,DC,20036,,202,776-1005,,,,,,202,378-2610,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2562
,,,FIFTEEN GROUP,,Sugerman Communications Group,2013,10/01/2013,12/31/2013,11/06/2013,"6430 SUNSET BOULEVARD, SUITE 502",,HOLLYWOOD ,CA,90028,,213,289-4800,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2545
,,,American Chemistry Council,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,1121 L Street,Suite 609,Sacramento,CA,95814,,916,448-2581,,,,,,916,442-2449,,"Mayor, Office of | City Council (incl. Districts and Committees) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,AT&T INC. AND ITS AFFILIATES,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,1150 SOUTH OLIVE STREET,Rm. 2801,LOS ANGELES,CA,90015,,213,743-3701,,tl3741@att.com,,,,213,745-8276,www.att.com,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Aviation Safeguards,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,"8929 South Sepulveda Blvd., #300",,Los Angeles,CA,90045,,310,981-4530,,,,,,310,981-4531,,"City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX) | Public Works, Contract Administration",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Baxter BioScience,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,4501 Colorado Blvd.,,Los Angeles,CA,90039,,818,507-8681,,,,,,828,507-8322,,"Mayor, Office of | City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,"Birdi & Associates, Inc.",,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,265 North Euclid Avenue,Suite 203,Pasadena,CA,91101,,213,550-4250,,,,,,,,,"Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Bright Star Schools,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,2636 Mansfield Avenue,,Los Angeles,CA,90016,,818,404-7737,,aengelberg@brightstarschools.org,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Cafe on Location,,Kindel Gagan,2013,09/17/2013,12/31/2013,09/27/2013,19481 Ventura Blvd.,,Tarzana,CA,91356,,818,758-9858,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Central City East Association,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,725 S. Crocker Street,,Los Angeles,CA,90021,,213,228-8484,,,,,,,,www.centralcityeast.org,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Century West BMW & MINI Universal City,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,4245 Lankershim Blvd.,,N. Hollywood,CA,91602,,818,432-5839,,,,,,818,487-3860,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Building and Safety | Planning, City | Public Works, Board of",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,"Chef Robert Catering, Inc. on behalf of the Motion Picture & Television Catering Association",,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,"7336 Santa Monica Blvd., #692",,W. Hollywood,CA,90046,,818,686.6671,,ray@chefrobertcatering.com,,,,818,686.6602,,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Decron Management Corp,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,"6222 Wilshire Blvd., Suite 650",,Los Angeles,CA,90048,,323,556-6600,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Downtown LA Art Walk,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,411 S. Main Street,,Los Angeles,CA,90013,,310,9936909,,,,,,,,,"Fire (LAFD) | Police (LAPD) | Public Works, Board of | Public Works, Street Services | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,DWP Mgmt Employees Assn,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,Po Box 26403,,Los Angeles,CA,90026,,213,367-0418,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Exelon Corporation on behalf of Constellation Energy,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,300 Exelon Way,,Kennett Square,PA,19348,,610,765-6920,,,,,,610,765-6921,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Public Works, Board of | Public Works, Sanitation",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Geosyntec Consultants,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,"3415 S. Sepulveda Blvd, Suite 500",,Los Angeles,CA,90034,,310,9576100,,,,,,,,,"Public Works, Board of | Public Works, Sanitation",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Greater LA Auto Show,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,11835 W Olympic Blvd #625,,Los Angeles,CA,90025,,310,444-1850,,,,,,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Greater LA New Car Dealers Assn,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,420 Culver Blvd,,Playa Del Rey,CA,90293,,323,851-5075,,,,,,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Hudson Group,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,"One Meadowlands Plaza, 9th Fl.",,East Rutherford,NJ,07073,,202,365-1983,,bwatson@hudsongroup.com,,,,202,546-0476,,"Mayor, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Keyes Automotive,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,5855 Van Nuys Blvd.,,Van Nuys,CA,91401,,818,907-4196,,,,,,,,,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Legado Companies,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,"270 N. Canon Drive, 2nd Floor",,Beverly Hills,CA,90210,,310,432-0808,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,"Maguire Aviation Group, LLC",,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,7155 Valjean Avenue,,Van Nuys,CA,91406,,800,4517270,,,,,,818,9090604,,"Mayor, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,"National Promotions & Advertising, Inc.",,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,3434 Overland Avenue,,Los Angeles,CA,90034,,310,5588555,128,,,,,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Building and Safety | Public Works, Board of",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Oremor Management & Investment Co.,,Kindel Gagan,2013,09/13/2013,12/31/2013,09/27/2013,1377 Kettering Loop,,Ontario,CA,91761,,909,563-7703,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City | Public Works, Engineering",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,"Praxair, Inc. - Danbury, CT",,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,39 Old Ridgebury Road,,Danbury,CT,06810,,203,837-2404,,Scott_Rummans@Praxair.com,305,496-2665,,203,837-2515,,"Mayor, Office of | City Council (incl. Districts and Committees) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,"Recording Industry Association of America, Inc.",,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,"1330 Connecticut Ave., NW",Suite 300,Washington,DC,20036,,818,558-4979,84978,,,,,818,562-9279,,"Mayor, Office of | City Attorney, Office of | Controller, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,"Smarte Carte, Inc.",,Kindel Gagan,2013,05/01/2013,12/31/2013,05/10/2013,4455 White Bear Parkway,,St. Paul,MN,55110,7641,651,429-3614,,,,,,,,,"Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,"Sonic Automotive, Inc.",,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,6415 Idlewild Road,Suite 109,Charlotte,NC,28212,,704,566-2420,,steve.coss@sonicautomotive.com,,,,704,927-3412,,"Mayor, Office of | City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Planning, City | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Spilo Worldwide,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,585 South Santa Fe Avenue,,Los Angeles,CA,90013,2271,213,687-8600,,,,,,,,www.spilo.com,"Mayor, Office of | City Council (incl. Districts and Committees) | Community Redevelopment Agency (CRA) | Planning, City | Public Works, Board of | Public Works, Engineering",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Super Shuttle Los Angeles,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,531 Van Ness Ave.,,Torrance,CA,90501,,310,222-5500,10506,iavanto@supershuttle.net,,,,310,222-8650,,"Mayor, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Tower Lane Properties Inc.,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,1900 Avenue of the Stars,,Los Angeles,CA,90067,,310,201-7470,,,,,,310,201-4458,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,United Airlines,,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,SFOGV-Bldg 74-2,,San Francisco,CA,94128,3800,650,6345980,,melinda.franklin@united.com,,,,650,6346683,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,"Veolia Transportation, Inc.",,Kindel Gagan,2013,01/01/2013,12/31/2013,05/10/2013,2015 Spring Road,Suite 750,Oakbrook,IL,60523,,240,5081622,,,,,,240,4852139,,"Mayor, Office of | City Council (incl. Districts and Committees) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,SAS Institute Inc.,,Kindel Gagan,2013,11/01/2013,12/31/2013,11/06/2013,SAS Campus Drive,,Cary,NC,27519,,919,531-1262,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2566
,,,Electric Guard Dog,,Dave Cunningham & Assoc,2013,11/08/2013,12/31/2013,11/08/2013,7608 Fairfield Rd.,,Columbia,SC,29203,,803,786-5721,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2569
,,,707 Wilshire Fee LLC,,Kuba & Assoc,2013,08/02/2013,12/31/2013,08/02/2013,707 Wilshire Blvd.,,Los Angeles,CA,90017,,213,6142300,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,,,American Florist Exchange,,Kuba & Assoc,2013,01/24/2013,12/31/2013,04/29/2013,766 S. Wall Street,,Los Angeles,CA,90014,,213,622-0796,,,,,,,,,"City Council (incl. Districts and Committees) | Community Redevelopment Agency (CRA) | Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,,,Childrens Hospital Los Angeles,,Kuba & Assoc,2013,01/24/2013,12/31/2013,04/29/2013,4650 Sunset Blvd,,Los Angeles,CA,90027,0980,323,361-4508,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City | Public Works, Engineering | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,,,Garrell Law/Rouge Club,,Kuba & Assoc,2013,09/24/2013,12/31/2013,09/16/2013,1875 Tandem Way,,Norco,CA,92860,,951,280-4361,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,Mark R.,,Genender,,Kuba & Assoc,2013,01/24/2013,12/31/2013,04/29/2013,310 S. Anita Avenue,,Los Angeles,CA,90049,,310,432-0200,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,,,LA Fire Chief Officers Association,,Kuba & Assoc,2013,01/24/2013,12/31/2013,04/29/2013,P.O. Box 2287,,Los Angeles,CA,90053,2287,323,225-2276,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,,,LA General Service Police Officers Association,,Kuba & Assoc,2013,09/16/2013,12/31/2013,09/16/2013,P.O. Box 53070,,Los Angeles,CA,90053,,213,344-7940,,,,,,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Chief Administrative Officer (CAO) | Chief Legislative Analyst (CLA) | City Clerk | Police (LAPD) | Recreation & Parks",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,,,Los Angeles County Disposal Association,,Kuba & Assoc,2013,01/24/2013,12/31/2013,04/29/2013,"5753-G Santa Ana Canyon Road, Suite 2000",,Anaheim Hills,CA,92807,,714,693-8812,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,Brian Ross,,Potiker,,Kuba & Assoc,2013,01/24/2013,12/31/2013,04/29/2013,1100 Stone Canyon Road,,Los Angeles,CA,90077,,310,490-4409,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,,,"River Ben Villas, LP",,Kuba & Assoc,2013,01/24/2013,12/31/2013,04/29/2013,c/o Lydia Trammell,,Los Angeles,CA,91402,,310,650-1428,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,,,"Tower Lane Properties, Inc.",,Kuba & Assoc,2013,01/24/2013,12/31/2013,04/29/2013,c/o Greenberg Glusker ,,Los Angeles,CA,90067,,310,5533610,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
,,,United Food and Commerical Workers 770,,Kuba & Assoc,2013,01/24/2013,12/31/2013,04/29/2013,630 Shatto Place,,Los Angeles,CA,90005,,213,487-7070,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
Mr.,Hagop,,Sargisian,,Kuba & Assoc,2013,11/12/2013,12/31/2013,11/12/2013,2193 El Camino Real 335,,Tustin,CA,92782,2576,310,892,3533,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Chief Legislative Analyst (CLA) | Planning, City | Public Works, Engineering | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2573
Mr.,Keat,,Bollenbach,,Spindler Engineering CP,2013,03/30/2013,12/31/2013,04/30/2013,"2029 Century Park East, Suite 3500",,Los Angeles,CA,90067,,310,278-1076,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2579
,,,"940 Figueroa, LLC",,DLA Piper LLP (US),2013,05/31/2013,12/31/2013,07/25/2013,940 Figueroa Street,,Los Angeles,CA,90744,,213,330-7700,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2593
,,,ACCORD FAMILY OFFICE,,DLA Piper LLP (US),2013,01/01/2013,03/31/2013,04/30/2013,"401 CITY AVENUE, SUITE 815",,BALA CYNWYD,PA,19004,,610,538-6101,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2593
,,,Alpine Group LLC ,,DLA Piper LLP (US),2013,03/01/2013,12/31/2013,04/30/2013,500 West Pico Boulevard,,Los Angeles,CA,90015,,213,745-5191,,daniel@jadeent.com,,,,213,747-8225,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2593
