Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Backyard Composting Workshop & Bin Sale Events - The City of Los Angeles,13,11,130.33,5,80%,76.92%
Bicycle License - LAPD - The City of Los Angeles,13,12,208.67,12,75%,76.92%
Burglar Alarms - LAPD - The City of Los Angeles,13,13,95.29,4,75%,46.15%
Disability Access and Services - The City of Los Angeles,13,13,36.33,3,66.67%,30.77%
Emergency Preparedness | City of Los Angeles,13,12,18.75,0,0%,38.46%
Excavation Permit for Private Contractors - E Permit - The City of Los Angeles,13,12,37.83,7,71.43%,53.85%
Final Map Clearance of Subdivision Maps | City of Los Angeles,13,12,30.7,3,66.67%,23.08%
For Women | City of Los Angeles,13,12,23.9,0,0%,23.08%
Get directions | City of Los Angeles,13,13,42.13,1,100%,38.46%
Griffith Observatory | City of Los Angeles,13,12,203,6,66.67%,53.85%
Hazardous Waste Generator Program | City of Los Angeles,13,10,29.78,2,50%,30.77%
How to Complete a Job Application | City of Los Angeles,13,12,25.38,0,0%,0%
Online Services | City of Los Angeles,13,13,39.56,5,0%,30.77%
Para Visitantes - La ciudad de Los Ángeles,13,6,120.33,0,0%,7.69%
Personnel Department Equal Employment Opportunity | City of Los Angeles,13,10,86,2,0%,15.38%
Police Permits General Information - The City of Los Angeles,13,13,222.67,9,88.89%,76.92%
Police Sub-stations - LAPD | City of Los Angeles,13,12,54.33,11,63.64%,76.92%
Property Division - LAPD - The City of Los Angeles,13,10,239.4,8,75%,61.54%
PW/Process Payroll & Personnel Transactions | City of Los Angeles,13,13,17.67,0,0%,30.77%
Request for an Inspection by a Deputy Inspector - The City of Los Angeles,13,12,23.5,11,72.73%,69.23%
Restaurant & Hospitality Express Permitting Program - The City of Los Angeles,13,13,303,7,85.71%,61.54%
Small Business Assistance (L.A. BusinessSource Centers) | City of Los Angeles,13,11,77,4,75%,61.54%
South Traffic Division - LAPD | City of Los Angeles,13,11,16.5,10,70%,84.62%
Speed Zone Survey Request - The City of Los Angeles,13,11,396,10,80%,76.92%
Supply Services and Purchasing for the City of LA | City of Los Angeles,13,10,46.71,2,50%,46.15%
Tobacco Retailer's Permit General Information - The City of Los Angeles,13,12,242.75,5,60%,38.46%
Transit Store - The City of Los Angeles,13,12,190.25,2,100%,38.46%
Travel Town Birthday Car And Meeting Car - The City of Los Angeles,13,13,161.33,7,100%,76.92%
Vendor Payment Services | City of Los Angeles,13,13,142.5,11,72.73%,84.62%
Vote-By-Mail | City of Los Angeles,13,13,195,10,30%,76.92%
YouthSource System (YSCs) - Youth Career and Educational Services - The City of Los Angeles,13,12,123.64,1,0%,15.38%
Zoning Affidavit Verification - The City of Los Angeles,13,10,171.75,8,50%,38.46%
- The City of Los Angeles,12,6,25.27,0,0%,8.33%
Affordable Housing Trust Fund | City of Los Angeles,12,11,330.5,10,36.36%,83.33%
Automated Records & Files - The City of Los Angeles,12,11,476.5,5,80%,66.67%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/21/2015) | City of Los Angeles",12,12,13.5,2,100%,50%
BLC Agenda | City of Los Angeles,12,7,15,0,0%,0%
Board of Police Commissioners | City of Los Angeles,12,11,17,11,72.73%,83.33%
Building and Safety Inspection Scheduling - The City of Los Angeles,12,11,31.67,8,75%,75%
Building Permit Clearance Handbook - The City of Los Angeles,12,12,61.4,5,60%,58.33%
Bunker Hill/ Union Station/ Metrolink Shuttle | City of Los Angeles,12,12,145.33,10,40%,75%
City Planning Department Personnel Liaison | City of Los Angeles,12,12,32.14,4,75%,41.67%
Complaint | City of Los Angeles,12,11,39.29,5,60%,41.67%
Complaints regarding Bureau of Street Lighting | City of Los Angeles,12,9,154.11,3,66.67%,25%
Computer and Internet Access | City of Los Angeles,12,8,27.6,1,100%,16.67%
Council District 4 | City of Los Angeles,12,12,74.75,6,83.33%,66.67%
Customer Contact Center Hours of Operation - The City of Los Angeles,12,11,176.11,0,0%,25%
DataLA-Open Data Portal for the City of Los Angeles - The City of Los Angeles,12,9,108.5,1,100%,50%
Department of Cultural Affairs Marketing and Development Division | City of Los Angeles,12,12,289.75,3,25%,66.67%
Election Resources | City of Los Angeles,12,10,238.14,1,0%,41.67%
Environmental Review and Analysis | City of Los Angeles,12,11,60.17,5,20%,50%
"Fats, Oil and Grease Control Program - The City of Los Angeles",12,9,209.75,4,50%,33.33%
Fire Prevention Bureau - Fire Protection Equipment - The City of Los Angeles,12,9,80.83,8,37.5%,50%
Fiscal Operations Division - LAPD - The City of Los Angeles,12,12,45.33,8,87.5%,75%
HCIDLA public records requests & subpoena acceptance - The City of Los Angeles,12,10,283,7,42.86%,41.67%
Hearing Notices - The City of Los Angeles,12,9,71.83,6,66.67%,50%
Hillside Construction Plan Review | City of Los Angeles,12,10,197.57,5,40%,41.67%
Illegal Dumping Crime Tip - The City of Los Angeles,12,12,144.75,0,0%,33.33%
Inspector Complaints - The City of Los Angeles,12,9,52.57,3,100%,41.67%
Investor Relations | City of Los Angeles,12,11,417,8,87.5%,83.33%
LADWP Central Operator | City of Los Angeles,12,12,271,8,75%,66.67%
Mayor Eric Garcetti Press Office - The City of Los Angeles,12,10,102.67,5,60%,75%
Online Airport Tenant Directory -- LAX - The City of Los Angeles,12,9,70.6,9,66.67%,58.33%
Other Government Agencies - The City of Los Angeles,12,6,99,2,100%,41.67%
Palm Fronds from City Trees | City of Los Angeles,12,11,272.2,4,75%,58.33%
Pollworker Opportunities | City of Los Angeles,12,9,429,3,33.33%,66.67%
Property Boundary Map Photocopy Service - The City of Los Angeles,12,8,302.5,5,60%,50%
Property Division - LAPD | City of Los Angeles,12,12,0,11,72.73%,100%
Recreation Center Information - The City of Los Angeles,12,11,167,8,75%,83.33%
Requirements when Selling Residential and Commercial Property | City of Los Angeles,12,10,180.5,9,66.67%,83.33%
"Rules, Elections & InterGovernmental Relations Committee Meeting – CANCELLED | City of Los Angeles",12,9,111.13,1,100%,33.33%
Speakers Bureau - LAX - The City of Los Angeles,12,11,119.57,1,100%,41.67%
Storm Drain | City of Los Angeles,12,10,47.78,2,100%,25%
Storm Emergencies | City of Los Angeles,12,10,111.43,1,0%,41.67%
"Tract, parcel map, private street pre-consultation | City of Los Angeles",12,10,62.14,2,50%,41.67%
West Los Angeles Area Planning Commission Agenda | City of Los Angeles,12,9,11.6,1,100%,16.67%
Zoning changes - The City of Los Angeles,12,11,261.5,10,90%,83.33%
Zoning Code Manual and Commentary - The City of Los Angeles,12,12,145,6,100%,50%
Adopt-A-Median / Community Beautification - The City of Los Angeles,11,9,36.5,5,100%,81.82%
Avalon and Gage Park Grand Opening - Press Release | City of Los Angeles,11,6,19.71,4,50%,36.36%
Board of Police Commissioners Special Meeting Agenda | City of Los Angeles,11,7,244.25,2,0%,27.27%
Building Trade Licensing | City of Los Angeles,11,9,219.83,3,66.67%,45.45%
Bureau of Sanitation Employment Verification | City of Los Angeles,11,9,194.2,3,33.33%,54.55%
"Cancellation Notice - Board of Los Angeles Convention & Tourism Development - Jan. 21, 2015 | City of Los Angeles",11,9,255.33,5,80%,45.45%
Cash for College - Free Financial Aid for College - The City of Los Angeles,11,10,242.14,2,100%,36.36%
Commonly asked questions | City of Los Angeles,11,10,48.5,0,0%,27.27%
Complaints regarding Bureau of Street Lighting - The City of Los Angeles,11,10,40.25,0,0%,27.27%
Construction Surface Water and Groundwater Management - The City of Los Angeles,11,10,81.13,3,33.33%,27.27%
Criminal Branch | City of Los Angeles,11,11,149.75,3,100%,63.64%
Development Services Case Management - The City of Los Angeles,11,8,240.63,7,28.57%,27.27%
Emergency Operations Division - LAPD | City of Los Angeles,11,11,0,10,80%,100%
Employee Assistance Unit - LAPD | City of Los Angeles,11,8,316.25,8,62.5%,63.64%
Fire Prevention Bureau - Public Assemblage - The City of Los Angeles,11,8,497.5,7,42.86%,63.64%
Főoldal | City of Los Angeles,11,5,30.83,5,20%,45.45%
Funding Capital Projects (Community Development Block Grants) - The City of Los Angeles,11,9,130,9,66.67%,72.73%
GIS Map Gallery Department of City Planning - The City of Los Angeles,11,8,106.4,1,0%,9.09%
Golf Reservations - Same Day - The City of Los Angeles,11,10,158,8,87.5%,90.91%
Griffith Park - The City of Los Angeles,11,11,51,3,66.67%,63.64%
Hazardous Waste Generator Program - The City of Los Angeles,11,8,68.88,1,0%,27.27%
Hem | City of Los Angeles,11,8,237,8,62.5%,63.64%
Human Trafficking Task Force - LAPD - The City of Los Angeles,11,11,4,10,100%,90.91%
Information Technology Agency | City of Los Angeles,11,7,13.5,0,0%,45.45%
Japanese Garden Rental for Special Occasions | City of Los Angeles,11,9,66.8,3,66.67%,54.55%
Labor Compliance Monitoring | City of Los Angeles,11,10,427.2,6,50%,54.55%
Los Angeles Fire Department Brush Clearance Web Payment | City of Los Angeles,11,11,37.5,5,20%,45.45%
Mayor's Help Desk | City of Los Angeles,11,7,279.22,0,0%,18.18%
Miasto Los Angeles,11,10,31.33,10,70%,72.73%
More Press Releases | City of Los Angeles,11,10,10.22,0,0%,18.18%
Para Visitantes | Cidade de Los Angeles,11,9,50.33,0,0%,18.18%
Park Rangers - The City of Los Angeles,11,9,305,6,33.33%,45.45%
"Parking, Elderly & Disabled -- LAX | City of Los Angeles",11,11,0,9,88.89%,100%
Permit Fee | City of Los Angeles,11,11,174.5,7,71.43%,81.82%
Pershing Square - The City of Los Angeles,11,11,29.56,0,0%,18.18%
Personnel Department Examing Division | City of Los Angeles,11,9,137,0,0%,36.36%
Police Relief Association | City of Los Angeles,11,8,88.33,7,42.86%,72.73%
Port Construction Bids and Contracts | City of Los Angeles,11,8,275.25,3,33.33%,27.27%
Professional Standards Bureau - LAPD - The City of Los Angeles,11,10,132,10,90%,90.91%
"Public, Educational and Community Cable TV Station- LA 36 - The City of Los Angeles",11,5,61.86,4,25%,36.36%
"Public, Educational and Community Cable TV Station- LA 36 | City of Los Angeles",11,9,710.67,9,33.33%,72.73%
PW/Employment Verification - All Public Works | City of Los Angeles,11,10,122.88,0,0%,27.27%
Recreation and Parks Senior Citizen Center - The City of Los Angeles,11,9,93.5,8,62.5%,63.64%
"Requesting Extra Capacity Containers (extra black,green,blue, & brown) | City of Los Angeles",11,11,71,1,0%,81.82%
Servicios en toda la ciudad - La Ciudad de Los Ángeles,11,9,17.67,2,50%,18.18%
Small Business Loan Program - The City of Los Angeles,11,9,55.2,9,55.56%,54.55%
Specific Plans - The City of Los Angeles,11,10,254,8,75%,63.64%
Training Division - LAPD (Ahmanson Center) | City of Los Angeles,11,11,43,8,87.5%,90.91%
Volunteer Information Professionals (VIP) | City of Los Angeles,11,8,67,1,0%,36.36%
Workers' Compensation - Sworn Police Claims - The City of Los Angeles,11,10,81.33,8,87.5%,72.73%
Workers' Compensation Fraud - The City of Los Angeles,11,8,68.67,6,66.67%,45.45%
Workers' Compensation Fraud | City of Los Angeles,11,10,84.43,8,12.5%,36.36%
Zoning Affidavit Verification | City of Los Angeles,11,10,60.63,4,50%,27.27%
Zoo Docent & Student Volunteers - The City of Los Angeles,11,10,24.43,3,100%,36.36%
"Board of Public Works Agendas, Minutes | City of Los Angeles",10,9,166.29,3,0%,30%
CDD Complaints | City of Los Angeles,10,10,62.4,7,57.14%,50%
City Contracts - Online Search - The City of Los Angeles,10,10,22.33,2,100%,70%
City Records Center - The City of Los Angeles,10,9,66.4,3,66.67%,50%
Council District 11 - The City of Los Angeles,10,9,116.33,7,71.43%,70%
Council District 13 | City of Los Angeles,10,10,47,2,100%,70%
Council District 15 | City of Los Angeles,10,8,324.71,4,25%,30%
Customer Service Representative | City of Los Angeles,10,9,44.89,0,0%,10%
Dept of Neighborhood Empowerment - Comments and Complaints - The City of Los Angeles,10,10,515,5,100%,70%
Dog Bites | City of Los Angeles,10,9,224,3,66.67%,70%
"Employment Verification-City Clerk, Mayor, Council - The City of Los Angeles",10,9,40.57,2,100%,30%
Fire Recruitment Information | City of Los Angeles,10,9,35,1,0%,50%
Golf Reservations - Same Day | City of Los Angeles,10,8,366.33,5,80%,70%
HSDNC Board Meeting Agenda | City of Los Angeles,10,7,11.13,0,0%,20%
Industrial Wastewater Pretreatment Program - The City of Los Angeles,10,6,42.4,5,40%,50%
Library Hours/Locations - The City of Los Angeles,10,10,4,6,100%,90%
Los Angeles City Utility Tax Information - The City of Los Angeles,10,9,25.5,1,100%,40%
Manual Trash Collection | City of Los Angeles,10,8,92.8,2,50%,50%
Medical Emergency Services | City of Los Angeles,10,7,39.14,0,0%,30%
Neighborhood Council Contact Information | City of Los Angeles,10,8,29,0,0%,10%
Neighborhood Watch - LAPD | City of Los Angeles,10,10,165,8,75%,90%
Officeholder Fundraising and Spending | City of Los Angeles,10,6,85.67,2,0%,40%
Ordinances | City of Los Angeles,10,8,98.6,3,66.67%,50%
Para quem procura emprego | Cidade de Los Angeles,10,7,42.57,2,50%,30%
Permit Fee - The City of Los Angeles,10,7,31.17,5,20%,40%
Permit for Above Ground Telecommunication or Utility Facility - The City of Los Angeles,10,10,300,5,100%,70%
Personnel Department Police Officer Selection - The City of Los Angeles,10,9,12.2,0,0%,50%
Point Fermin Lighthouse | City of Los Angeles,10,8,37.38,1,0%,20%
Police Sub-stations - LAPD - The City of Los Angeles,10,9,121,6,83.33%,50%
Port Construction Bids and Contracts - The City of Los Angeles,10,8,54,7,71.43%,70%
Project Design Review - The City of Los Angeles,10,10,37.33,6,83.33%,70%
Proposition O Citizens Oversight Advisory Committee | City of Los Angeles,10,7,240.89,0,0%,10%
"Public Pay Phones, TDD - ONT - The City of Los Angeles",10,8,97.5,8,87.5%,80%
Public Works and Gang Reduction Committee Meeting | City of Los Angeles,10,6,157.13,0,0%,20%
Recreation and Parks Volunteer Section | City of Los Angeles,10,9,170.86,1,0%,30%
Recruitment and Employment Division - LAPD - The City of Los Angeles,10,6,190.6,5,60%,50%
Recycling for Apartments and Condos | City of Los Angeles,10,7,39,2,50%,50%
Refunds/Claims - The City of Los Angeles,10,9,17.43,1,100%,30%
Requesting Street Light glare shields | City of Los Angeles,10,10,9,8,100%,80%
Schools & Churches Inspection | City of Los Angeles,10,7,189.33,5,40%,40%
Spark of Love Toy Drive - The City of Los Angeles,10,8,18,8,87.5%,80%
Spark of Love Toy Drive | City of Los Angeles,10,9,15,7,85.71%,80%
Stormwater Drainage/Flooding Complaint - The City of Los Angeles,10,8,60.25,7,71.43%,60%
Stormwater Services | City of Los Angeles,10,9,102.8,3,100%,50%
Street Services Emergency After Hours Services - The City of Los Angeles,10,6,54,0,0%,30%
Traffic Volume Counts Reports | City of Los Angeles,10,10,0,8,50%,100%
Transportation FAQ - The City of Los Angeles,10,10,72.57,2,100%,30%
View Lobbying Quarterly Reporting Totals | City of Los Angeles,10,10,1912,7,42.86%,90%
Water and Power Employees' Retirement | City of Los Angeles,10,9,1113,6,50%,80%
Wood Frame Provisions for One Story Residential Construction | City of Los Angeles,10,9,828.5,5,80%,80%
Workers' Compensation - Sworn Police Claims | City of Los Angeles,10,10,62.5,8,87.5%,80%
2015 College Expo | City of Los Angeles,9,9,26.13,1,100%,11.11%
Adult Entertainment Establishment Location Enforcement | City of Los Angeles,9,9,0,9,88.89%,100%
America Tropical Interpretive Center | City of Los Angeles,9,7,335,6,50%,77.78%
Animal Cruelty Task Force - LAPD - The City of Los Angeles,9,5,54.86,2,50%,22.22%
Automated Records & Files | City of Los Angeles,9,9,0,8,75%,100%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/16/2015) | City of Los Angeles",9,9,16.17,2,100%,33.33%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/19/2015) | City of Los Angeles",9,9,43.33,1,100%,33.33%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/24/2015) | City of Los Angeles",9,8,23.57,0,0%,22.22%
BOS White and Green Mesh Trash Receptacles | City of Los Angeles,9,8,102.5,0,0%,77.78%
Cash for College - Free Financial Aid for College | City of Los Angeles,9,8,357,2,50%,33.33%
Central Traffic Division - LAPD - The City of Los Angeles,9,7,299.67,7,57.14%,66.67%
Certification of Women Business Enterprises (WBE) | City of Los Angeles,9,7,127.33,0,0%,33.33%
City of Los Angeles 41st Program Year (2015-16) Consolidated Action Plan. | City of Los Angeles,9,9,178.67,2,100%,33.33%
City Telephone Directory for Sale | City of Los Angeles,9,9,19.8,3,100%,44.44%
Citywide Sign Regulations / Revision | City of Los Angeles,9,8,241.75,0,0%,11.11%
Civil Liability Management Branch - The City of Los Angeles,9,7,96.38,4,0%,11.11%
Claims Filing | City of Los Angeles,9,5,27.67,0,0%,0%
Directions to El Pueblo Historical Monument - The City of Los Angeles,9,8,57.56,0,0%,0%
Disability Access and Services | City of Los Angeles,9,7,281.67,3,0%,33.33%
Dog Parks / Dog Obedience Programs | City of Los Angeles,9,9,230.67,6,42.86%,66.67%
Electrical or Fire Life Safety Questions - The City of Los Angeles,9,9,6,6,100%,77.78%
Employee Assistance Unit - LAPD - The City of Los Angeles,9,9,236,8,100%,88.89%
Environmental Review and Analysis - The City of Los Angeles,9,8,355.33,4,75%,66.67%
Executive Employee Relations Committee 2015-01-13 | City of Los Angeles,9,8,42.8,4,0%,44.44%
FamilySource System (FSCs) - Community Centers for Families with Youth | City of Los Angeles,9,9,84.33,5,80%,66.67%
Final Map Clearance of Subdivision Maps - The City of Los Angeles,9,8,25,1,100%,22.22%
Financial Reports for the City of Los Angeles | City of Los Angeles,9,8,173.8,1,100%,44.44%
Find Affordable Housing - The City of Los Angeles,9,9,63.2,2,100%,44.44%
Fire Prevention Bureau - Fire Protection Equipment | City of Los Angeles,9,9,33,5,60%,88.89%
