Case Number,LADBS Inspection District,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,Latitude/Longitude
481133,1102,1429,,S,ABBOT KINNEY,BLVD,,90291,10/04/2012,,108B145  1359,GENERAL,West Los Angeles,,O,"(33.9905, -118.465)"
458257,1102,1503,,S,ABBOT KINNEY,BLVD,,90291,04/03/2012,,108B145  1382,GENERAL,West Los Angeles,,O,"(33.99042, -118.46462)"
413593,1200,1633,,S,ABBOT KINNEY,BLVD,,90291,04/18/2011,,108B145  1569,CITATIONS,West Los Angeles,,O,"(33.98964, -118.46313)"
496978,1102,1637,,S,ABBOT KINNEY,BLVD,,90291,04/17/2013,,108B145  1577,GENERAL,West Los Angeles,,O,"(33.98959, -118.46305)"
426959,1102,5877,,W,ABERNATHY,DR,,90045,08/24/2011,,102B169   538,GENERAL,West Los Angeles,,O,"(33.97135, -118.3846)"
410858,3105,11225,,N,ACALA,AVE,,91340,03/23/2011,,210B149   330,GENERAL,North Valley,,O,"(34.2743, -118.44656)"
410859,3105,11229,,N,ACALA,AVE,,91340,03/23/2011,,210B149   315,GENERAL,North Valley,,O,"(34.27441, -118.44667)"
482841,3122,10724,,W,ACAMA,ST,,91602,10/30/2012,,165B177   955,GENERAL,South Valley,,O,"(34.1458, -118.36405)"
565380,1120,1924,,S,ADAIR,ST,,90011,03/24/2014,,121-5A209 139,GENERAL,South Los Angeles,,O,"(34.0274, -118.25855)"
502753,1120,2125,,S,ADAIR,ST,,90011,06/20/2013,,121-5A209 298,GENERAL,South Los Angeles,,O,"(34.02574, -118.26023)"
421605,1120,1139,,E,ADAMS,BLVD,,90011,06/20/2011,,118-5A211 262,GENERAL,South Los Angeles,,O,"(34.01834, -118.25359)"
514426,1120,1266,,E,ADAMS,BLVD,,90011,09/24/2013,,117A211    26,GENERAL,South Los Angeles,,O,"(34.0166, -118.25055)"
491297,1110,1342,,W,ADAMS,BLVD,,90007,02/20/2013,,123B197   898,GENERAL,South Los Angeles,,O,"(34.03258, -118.28977)"
520799,1110,1514,,W,ADAMS,BLVD,,90007,11/01/2013,,123B197   911,GENERAL,South Los Angeles,,O,"(34.03256, -118.29509)"
475850,1120,1571,,E,ADAMS,BLVD,,90011,08/02/2012,,117A213   248,GENERAL,South Los Angeles,,O,"(34.01451, -118.2448)"
583927,1110,1655,,W,ADAMS,BLVD,,90007,04/29/2014,,123B197   812,GENERAL,South Los Angeles,,O,"(34.03288, -118.29908)"
573698,8202,1726,,W,ADAMS,BLVD,,90018,04/10/2014,,123B193   600,SIGNS,South Los Angeles,,O,"(34.03252, -118.30092)"
477009,1110,1765,,W,ADAMS,BLVD,,90018,08/22/2012,,123B193   569,GENERAL,South Los Angeles,,O,"(34.03287, -118.30213)"
524232,2123,1926,,W,ADAMS,BLVD,,90018,11/25/2013,,123B193   633,CITATIONS,South Los Angeles,,O,"(34.03251, -118.30697)"
524300,1130,2126,,W,ADAMS,BLVD,,90018,11/26/2013,,123B193   653,GENERAL,South Los Angeles,,O,"(34.03248, -118.31281)"
539839,1130,2255,,W,ADAMS,BLVD,,90018,01/30/2014,,123B189   631,GENERAL,South Los Angeles,,O,"(34.0328, -118.31629)"
505363,8202,2255,,W,ADAMS,BLVD,,90018,07/11/2013,,123B189   631,SIGNS,South Los Angeles,,O,"(34.0328, -118.31629)"
501868,1130,3115,,W,ADAMS,BLVD,,90018,06/10/2013,,123B189   650,GENERAL,South Los Angeles,,O,"(34.03279, -118.31817)"
467456,1130,3625,,W,ADAMS,BLVD,,90018,05/31/2012,,123B189   679,GENERAL,South Los Angeles,,O,"(34.03278, -118.32447)"
500192,1130,4101,,W,ADAMS,BLVD,,90018,05/21/2013,,123B185   628,GENERAL,South Los Angeles,,O,"(34.03276, -118.32971)"
506602,2123,4356,,W,ADAMS,BLVD,,90018,07/22/2013,,123B185   722,CITATIONS,South Los Angeles,,O,"(34.03238, -118.33359)"
506563,8202,4368,,W,ADAMS,BLVD,,90018,07/22/2013,,123B185   724,SIGNS,South Los Angeles,,O,"(34.03238, -118.3342)"
517812,1130,4494,,W,ADAMS,BLVD,,90016,10/11/2013,,123B185   745,GENERAL,South Los Angeles,,O,"(34.03237, -118.33815)"
519756,1130,4557,,W,ADAMS,BLVD,,90016,10/28/2013,,123B185   681,GENERAL,South Los Angeles,,O,"(34.03271, -118.33975)"
423641,1130,4660,,W,ADAMS,BLVD,,90016,07/11/2011,,123B181  1029,GENERAL,South Los Angeles,,O,"(34.03239, -118.34212)"
517811,1130,4708,,W,ADAMS,BLVD,,90016,10/11/2013,,123B181  1041,GENERAL,South Los Angeles,,O,"(34.03233, -118.34318)"
518219,2301,4750,,W,ADAMS,BLVD,,90016,10/17/2013,,123B181  1045,VEIP,South Los Angeles,,O,"(34.03237, -118.34387)"
477569,1130,4762,,W,ADAMS,BLVD,,90016,08/29/2012,,123B181  1048,GENERAL,South Los Angeles,,O,"(34.03236, -118.34393)"
425711,1130,4809,,W,ADAMS,BLVD,,90016,08/04/2011,,123B181   957,GENERAL,South Los Angeles,,O,"(34.03269, -118.34542)"
520484,8202,4851,,W,ADAMS,BLVD,,90016,10/30/2013,,123B181   963,SIGNS,South Los Angeles,,O,"(34.03269, -118.34619)"
515891,8202,4975,,W,ADAMS,BLVD,,90016,10/03/2013,,123B181   986,SIGNS,South Los Angeles,,O,"(34.03268, -118.34896)"
519753,1130,5109,,W,ADAMS,BLVD,,90016,10/28/2013,,123B181   937,GENERAL,South Los Angeles,,O,"(34.03267, -118.35216)"
505760,1130,5113,,W,ADAMS,BLVD,,90016,07/15/2013,,123B181   938,GENERAL,South Los Angeles,,O,"(34.03267, -118.35233)"
541048,1130,5139,1/2,W,ADAMS,BLVD,,90016,02/03/2014,,123B177   886,GENERAL,South Los Angeles,,O,"(34.03267, -118.35332)"
516505,1130,5166,,W,ADAMS,BLVD,,90016,10/07/2013,,123B177  1002,GENERAL,South Los Angeles,,O,"(34.03235, -118.35476)"
516504,1130,5174,,W,ADAMS,BLVD,,90016,10/07/2013,,123B177  1004,GENERAL,South Los Angeles,,O,"(34.03227, -118.3551)"
500183,1130,5181,,W,ADAMS,BLVD,,90016,05/21/2013,,123B177   896,GENERAL,South Los Angeles,,O,"(34.03266, -118.35464)"
516503,1130,5210,,W,ADAMS,BLVD,,90016,10/07/2013,,123B177  1017,GENERAL,South Los Angeles,,O,"(34.03227, -118.35588)"
486651,1130,5408,,W,ADAMS,BLVD,,90016,12/10/2012,,123B177  1046,GENERAL,South Los Angeles,,O,"(34.03231, -118.36083)"
426981,1130,5425,,W,ADAMS,BLVD,,90016,08/25/2011,,123B177   939,GENERAL,South Los Angeles,,O,"(34.03263, -118.3611)"
516002,8201,5469,,W,ADAMS,BLVD,,90016,10/03/2013,,123B177   948,SIGNS,South Los Angeles,,O,"(34.03263, -118.36204)"
571498,1130,5601,,W,ADAMS,BLVD,,90016,04/08/2014,,123B177   976,GENERAL,South Los Angeles,,O,"(34.03263, -118.36488)"
505931,1130,5627,,W,ADAMS,BLVD,,90016,07/16/2013,,123B177   984,GENERAL,South Los Angeles,,O,"(34.03261, -118.36553)"
483975,2123,1911,,W,ADDISON,WAY,,90041,11/10/2012,,160-5A223 294,GENERAL,East Los Angeles,,O,"(34.13306, -118.20858)"
518214,2123,2013,,W,ADDISON,WAY,,90041,10/17/2013,,160-5A223 246,GENERAL,East Los Angeles,,O,"(34.13359, -118.21148)"
486500,3122,12327,,W,ADDISON,ST,,91607,12/06/2012,,171B165  1040,GENERAL,South Valley,,O,"(34.16107, -118.40181)"
486501,3122,12329,,W,ADDISON,ST,,91607,12/06/2012,,171B165  1040,GENERAL,South Valley,,O,"(34.16107, -118.40192)"
565679,2115,16701,,W,ADDISON,ST,,91436,03/26/2014,,171B137   136,GENERAL,South Valley,,O,"(34.16394, -118.49703)"
641121,3105,12470,,N,ADELPHIA,AVE,,91340,07/18/2014,,219B157   389,GENERAL,North Valley,,O,"(34.29678, -118.41999)"
501287,3107,14150,,W,AETNA,ST,,91401,06/03/2013,,177B153   815,GENERAL,South Valley,,O,"(34.18007, -118.44149)"
427319,3111,20501,,W,AETNA,ST,,91367,08/31/2011,,177B109    49,GENERAL,South Valley,,O,"(34.17896, -118.57971)"
508400,3122,5304,,N,AGNES,AVE,,91607,08/06/2013,,171B165   312,GENERAL,South Valley,,O,"(34.16687, -118.39523)"
610466,1102,8033,,S,AGNEW,AVE,,90045,06/11/2014,,099B161   556,GENERAL,West Los Angeles,,O,"(33.96627, -118.4067)"
428174,2123,3864,,E,AGUILAR,ST,,90065,09/14/2011,,156B213   169,GENERAL,East Los Angeles,,O,"(34.12524, -118.2349)"
488155,2123,3877,,E,AGUILAR,ST,,90065,01/04/2013,,156B213   144,GENERAL,East Los Angeles,,O,"(34.12557, -118.2347)"
416543,1140,14137,,S,AINSWORTH,ST,,90247,05/04/2011,,075B197   192,GENERAL,Harbor,,O,"(33.90284, -118.28999)"
418732,1133,5662,,W,AIRDROME,ST,,90019,05/18/2011,,126B177   223,GENERAL,Central,,O,"(34.04465, -118.3639)"
613339,1133,5716,,W,AIRDROME,ST,,90019,06/13/2014,,126B177   181,GENERAL,Central,,O,"(34.04484, -118.36487)"
476559,1101,8016,,S,AIRLANE,AVE,,90045,08/14/2012,,099B169   961,GENERAL,West Los Angeles,,O,"(33.96562, -118.39035)"
567745,3111,6928,,N,ALABAMA,AVE,,91303,04/02/2014,,183B105   759,GENERAL,South Valley,,O,"(34.19644, -118.59888)"
432789,3306,7116,,N,ALABAMA,AVE,,91303,11/14/2011,,183B105   348,VEIP,South Valley,,O,"(34.19971, -118.59888)"
643783,3111,7417,,N,ALABAMA,AVE,,91303,07/21/2014,,186B105   542,GENERAL,South Valley,,O,"(34.20517, -118.59916)"
427380,1142,1028,,N,ALAMEDA,ST,,90744,08/31/2011,,033B213   500,GENERAL,Harbor,,O,"(33.78431, -118.24321)"
429262,2300,1248,,N,ALAMEDA,ST,,90744,09/22/2011,,033B213    64,VEIP,Harbor,,O,"(33.78937, -118.24132)"
498367,2304,1262,,N,ALAMEDA,ST,,90744,04/25/2013,,036B213   602,VEIP,Harbor,,O,"(33.79024, -118.241)"
481282,1120,1901,,S,ALAMEDA,ST,,90058,10/10/2012,,118-5A215  21,GENERAL,South Los Angeles,,O,"(34.01973, -118.23974)"
491736,1120,1933,,S,ALAMEDA,ST,,90058,02/25/2013,,118-5A215  43,GENERAL,South Los Angeles,,O,"(34.01901, -118.23979)"
481604,1120,3187,,S,ALAMEDA,ST,,90058,10/15/2012,,115-5A215  12,GENERAL,South Los Angeles,,O,"(34.01068, -118.23993)"
549441,1120,4305,,S,ALAMEDA,ST,,90058,02/20/2014,,114A215   107,GENERAL,South Los Angeles,,O,"(34.00479, -118.23939)"
461304,4105,11429,,W,ALBERS,ST,,91601,04/20/2012,,174B169  1077,CNAP,South Valley,,O,"(34.17056, -118.38001)"
461307,4105,11429,1/2,W,ALBERS,ST,,91601,04/20/2012,,174B169  1077,CNAP,South Valley,,O,"(34.17056, -118.38001)"
539816,3122,12752,,W,ALBERS,ST,,91607,01/30/2014,,174B161   664,GENERAL,South Valley,,O,"(34.17021, -118.4111)"
584690,1101,2021,,S,ALBERTA,AVE,,90291,04/30/2014,,106-5A145 244,GENERAL,West Los Angeles,,O,"(33.98599, -118.46889)"
411686,2131,1821,,N,ALBION,ST,,90031,04/04/2011,,136-5A221  30,GENERAL,East Los Angeles,,O,"(34.0701, -118.22056)"
538979,1133,6080,,W,ALCOTT,ST,,90035,01/29/2014,,129B173   409,GENERAL,Central,,O,"(34.05171, -118.37349)"
494334,2111,9716,,W,ALCOTT,ST,,90035,03/13/2013,,129B165    42,GENERAL,West Los Angeles,,O,"(34.05373, -118.39934)"
482623,3122,6521,,N,ALCOVE,AVE,,91606,10/25/2012,,180B161   806,GENERAL,South Valley,,O,"(34.18907, -118.41289)"
440414,2103,2110,,N,ALCYONA,DR,,90068,01/04/2012,,151-5A189 292,GENERAL,Central,,O,"(34.10901, -118.32589)"
404457,2123,6212,,E,ALDAMA,ST,,90042,01/19/2011,,154-5A229 131,GENERAL,East Los Angeles,,O,"(34.11858, -118.189)"
483966,2123,6216,,E,ALDAMA,ST,,90042,11/10/2012,,154-5A229 120,GENERAL,East Los Angeles,,O,"(34.11869, -118.18897)"
565959,2123,6521,,N,ALDAMA,ST,,90042,03/28/2014,,156A229   364,GENERAL,East Los Angeles,,O,"(34.12083, -118.18907)"
542438,2115,5818,,N,ALDEA,AVE,,91316,02/07/2014,,174B133    54,GENERAL,South Valley,,O,"(34.17701, -118.50744)"
479890,2131,1832,,N,ALDER,DR,,90065,09/25/2012,,150A219   257,GENERAL,East Los Angeles,,O,"(34.10439, -118.22485)"
477256,2131,1907,,N,ALDER,DR,,90065,08/27/2012,,150A219   210,GENERAL,East Los Angeles,,O,"(34.10475, -118.22514)"
545646,4105,11315,,N,ALETHEA,DR,,91040,02/13/2014,,210B193    51,CNAP,North Valley,,O,"(34.27489, -118.30579)"
411693,2141,726,,N,ALEXANDRIA,AVE,,90029,04/04/2011,,141B197   377,GENERAL,Central,,O,"(34.08443, -118.29771)"
411694,2141,727,,N,ALEXANDRIA,AVE,,90029,04/04/2011,,141B197   378,GENERAL,Central,,O,"(34.08442, -118.29798)"
563934,3113,4914,,N,ALHAMA,DR,,91364,03/20/2014,,168B105   272,GENERAL,South Valley,,O,"(34.15877, -118.59312)"
533882,2123,5261,,E,ALHAMBRA,AVE,,90032,01/16/2014,,139-5A235 372,GENERAL,East Los Angeles,,O,"(34.07491, -118.17098)"
491171,2123,5261,,E,ALHAMBRA,AVE,,90032,02/15/2013,,139-5A235 372,GENERAL,East Los Angeles,,O,"(34.07491, -118.17098)"
426943,2123,5434,,E,ALHAMBRA,AVE,,90032,08/24/2011,,139-5A237  60,GENERAL,East Los Angeles,,O,"(34.07771, -118.16711)"
477631,2131,3338,,E,ALICE,ST,,90065,08/30/2012,,147A219   349,GENERAL,East Los Angeles,,O,"(34.09585, -118.22673)"
426065,1102,3948,,S,ALLA,ROAD,,90066,08/09/2011,,108B153    58,GENERAL,West Los Angeles,,O,"(33.99552, -118.4403)"
480126,1102,4078,,S,ALLA,ROAD,,90066,09/26/2012,,108B153   541,GENERAL,West Los Angeles,,O,"(33.99284, -118.43793)"
407089,1102,4136,,S,ALLA,ROAD,,90066,02/22/2011,,108B153   733,GENERAL,West Los Angeles,,O,"(33.99192, -118.43681)"
518775,2124,5549,,E,ALLAN,ST,,90032,10/21/2013,,141A239    47,GENERAL,East Los Angeles,,O,"(34.08119, -118.16063)"
478150,3124,11119,,W,ALLEGHENY,ST,,91352,09/06/2012,,201B173    29,GENERAL,North Valley,,O,"(34.25132, -118.37388)"
466801,3124,11251,,W,ALLEGHENY,ST,,91352,05/24/2012,,201B173   218,GENERAL,North Valley,,O,"(34.249, -118.3771)"
410849,3123,11675,,W,ALLEGHENY,ST,,91352,03/23/2011,,198B169    56,GENERAL,North Valley,,O,"(34.24047, -118.38863)"
483651,4106,1522,,N,ALLESANDRO,ST,,90026,11/08/2012,,142-5A207 414,CNAP,East Los Angeles,,O,"(34.08314, -118.2614)"
555640,2144,1543,,N,ALLESANDRO,ST,,90026,03/07/2014,,142-5A207 331,GENERAL,East Los Angeles,,O,"(34.08377, -118.26126)"
529009,2301,2944,,N,ALLESANDRO,ST,,90039,12/31/2013,,150B213   769,VEIP,East Los Angeles,,O,"(34.10506, -118.24511)"
595886,2132,1380,,W,ALLISON,AVE,,90026,05/21/2014,,138A211    85,GENERAL,East Los Angeles,,O,"(34.0731, -118.25204)"
565631,3122,6724,,N,ALLOTT,AVE,,91401,03/26/2014,,180B157   162,GENERAL,South Valley,,O,"(34.19268, -118.42796)"
411133,1142,2945,,S,ALMA,ST,,90731,03/25/2011,,009B197  1104,GENERAL,Harbor,,O,"(33.71883, -118.2994)"
574602,2115,2534,,N,ALMADEN,CT,,90077,04/11/2014,,153B153    32,GENERAL,West Los Angeles,,O,"(34.11822, -118.44406)"
489641,2123,5200,,E,ALMONT,ST,,90032,01/23/2013,,145-5A235 384,GENERAL,East Los Angeles,,O,"(34.09089, -118.16805)"
440739,2115,4540,,N,ALONZO,AVE,,91316,01/05/2012,,168B129   729,GENERAL,South Valley,,O,"(34.15291, -118.52054)"
491267,1130,1842,,S,ALSACE,AVE,,90019,02/19/2013,,126B181   675,GENERAL,South Los Angeles,,O,"(34.0423, -118.35113)"
556791,1130,2402,,S,ALSACE,AVE,,90016,03/12/2014,,123B177   493,GENERAL,South Los Angeles,,O,"(34.0351, -118.35401)"
440988,1130,3010,,S,ALSACE,AVE,,90016,01/09/2012,,120B177   624,GENERAL,South Los Angeles,,O,"(34.02645, -118.35755)"
408395,2131,2137,,N,ALTA,ST,,90031,03/07/2011,,136-5A225  17,GENERAL,East Los Angeles,,O,"(34.07019, -118.20395)"
520694,3122,3691,,N,ALTA MESA,DR,,91604,10/31/2013,,162B161   748,GENERAL,South Valley,,O,"(34.13683, -118.41021)"
649434,3122,4019,,N,ALTA MESA,DR,,91604,07/30/2014,,159B161   134,GENERAL,South Valley,,O,"(34.13504, -118.4099)"
602930,2111,118,,S,ALTA VISTA,BLVD,,90036,06/04/2014,,138B181   926,GENERAL,Central,,O,"(34.07304, -118.34728)"
498749,2111,163,,N,ALTA VISTA,BLVD,,90036,05/01/2013,,138B181   543,GENERAL,Central,,O,"(34.07541, -118.34756)"
595921,2111,182,,S,ALTA VISTA,BLVD,,90036,05/21/2014,,138B181  1239,GENERAL,Central,,O,"(34.07126, -118.34727)"
547375,2111,219,,S,ALTA VISTA,BLVD,,90036,02/19/2014,,138B181  1338,GENERAL,Central,,O,"(34.07051, -118.34755)"
599492,2102,2066,,N,ALTA VISTA,AVE,,90046,05/29/2014,,150B169   594,GENERAL,Central,,O,"(34.1088, -118.38628)"
440107,1142,1020,,W,ALTON,ST,,90744,12/29/2011,,030B201   470,GENERAL,Harbor,,O,"(33.77704, -118.2746)"
460825,2123,4570,,E,ALUMNI,AVE,,90041,04/18/2012,,157-5A221 202,GENERAL,East Los Angeles,,O,"(34.12545, -118.21578)"
432325,2132,504,,S,ALVARADO,ST,,90057,11/03/2011,,133-5A203 157,GENERAL,Central,,O,"(34.06015, -118.27423)"
603877,2144,611,,N,ALVARADO,ST,,90026,06/05/2014,,138A207   115,GENERAL,East Los Angeles,,O,"(34.07329, -118.26628)"
526377,2301,716,,N,ALVARADO,ST,,90026,12/12/2013,,138A207    31,VEIP,East Los Angeles,,O,"(34.07423, -118.26529)"
579165,2132,1013,,S,ALVARADO,ST,,90006,04/17/2014,,130-5A203 191,GENERAL,Central,,O,"(34.05146, -118.28026)"
593359,2132,1325,,S,ALVARADO,TER,,90006,05/15/2014,,129A201   364,GENERAL,Central,,O,"(34.04543, -118.28081)"
514900,1102,7100,,S,ALVERN,ST,,90045,09/26/2013,,102B173  7204,GENERAL,West Los Angeles,,O,"(33.97524, -118.37699)"
649435,1133,1762,,S,ALVIRA,ST,,90035,07/30/2014,,126B173   105,GENERAL,Central,,O,"(34.04515, -118.37533)"
495768,1101,314,,N,AMALFI,DR,,90402,04/02/2013,,123B129   615,GENERAL,West Los Angeles,,O,"(34.03235, -118.51426)"
483345,2123,1238,,N,AMALFI,DR,,90272,11/06/2012,,129B133    89,CITATIONS,West Los Angeles,,O,"(34.05232, -118.50552)"
472866,1142,367,,W,AMAR,ST,,90731,07/02/2012,,018B201   145,GENERAL,Harbor,,O,"(33.7477, -118.28487)"
501265,3123,8820,,N,AMBOY,AVE,,91352,06/03/2013,,195B165   517,GENERAL,North Valley,,O,"(34.22927, -118.39778)"
524285,3123,9463,,N,AMBOY,AVE,,91331,11/26/2013,,198B161   132,GENERAL,North Valley,,O,"(34.24153, -118.41125)"
420550,2103,4540,,W,AMBROSE,AVE,,90027,06/08/2011,,150B197   212,GENERAL,Central,,O,"(34.10984, -118.28876)"
528406,2131,753,,W,AMERICAN,PL,,90065,12/26/2013,,145-5A221 272,GENERAL,East Los Angeles,,O,"(34.09284, -118.22029)"
495221,2103,3786,,N,AMESBURY,ROAD,,90027,03/22/2013,,154-5A201  70,GENERAL,Central,,O,"(34.11792, -118.28115)"
453491,3107,6845,,N,AMESTOY,AVE,,91406,03/05/2012,,183B133   840,GENERAL,South Valley,,O,"(34.19515, -118.50561)"
515870,3107,7650,,N,AMESTOY,AVE,,91406,10/02/2013,,186B133    69,GENERAL,South Valley,,O,"(34.20984, -118.50537)"
542737,2123,3257,,N,AMETHYST,ST,,90032,02/11/2014,,142-5A227 460,GENERAL,East Los Angeles,,O,"(34.08291, -118.19634)"
505718,1101,1209,,S,AMHERST,AVE,,90025,07/12/2013,,126B145   316,GENERAL,West Los Angeles,,O,"(34.04299, -118.46812)"
427565,1101,1711,,S,AMHERST,AVE,,90025,09/01/2011,,123B145   121,GENERAL,West Los Angeles,,O,"(34.03632, -118.46022)"
487101,3113,6653,,N,AMIGO,AVE,,91335,12/13/2012,,180B121   209,GENERAL,South Valley,,O,"(34.19179, -118.53871)"
420051,3113,7132,,N,AMIGO,AVE,,91335,06/02/2011,,183B121   210,GENERAL,South Valley,,O,"(34.20031, -118.53846)"
504751,8512,219,,E,ANAHEIM,ST,,90744,07/09/2013,,030B209   177,BILLBOARDS,Harbor,,O,"(33.78026, -118.26047)"
534727,4103,239,,E,ANAHEIM,ST,,90744,01/17/2014,,030B209   169,CNAP,Harbor,,O,"(33.7803, -118.2598)"
547086,1142,412,,W,ANAHEIM,ST,,90744,02/18/2014,,030B205   436,GENERAL,Harbor,,O,"(33.7796, -118.26692)"
504752,8512,432,,E,ANAHEIM,ST,,90744,07/09/2013,,030B209   214,BILLBOARDS,Harbor,,O,"(33.78012, -118.25756)"
512583,2304,524,,W,ANAHEIM,ST,,90744,09/11/2013,,030B205   448,GENERAL,Harbor,,O,"(33.77953, -118.26849)"
633301,1142,1117,,E,ANAHEIM,ST,,90744,07/09/2014,,030B209   116,GENERAL,Harbor,,O,"(33.78083, -118.24885)"
404193,2300,1203,,E,ANAHEIM,ST,,90744,01/12/2011,,030B209   111,VEIP,Harbor,,O,"(33.78094, -118.24819)"
513177,2304,1212,,W,ANAHEIM,ST,,90744,09/16/2013,,030B201   238,VEIP,Harbor,,O,"(33.77904, -118.27727)"
585833,2304,1431,,E,ANAHEIM,ST,,90744,05/05/2014,,030B213   103,VEIP,Harbor,,O,"(33.78114, -118.24443)"
489323,2304,1688,,W,ANAHEIM,ST,,90710,01/16/2013,,033B193   338,VEIP,Harbor,,O,"(33.78653, -118.30723)"
457285,2300,2323,,E,ANAHEIM,ST,,90744,03/28/2012,,033B217   674,VEIP,Harbor,,O,"(33.78194, -118.23263)"
502504,1142,1902,,S,ANCHOVY,AVE,,90732,06/18/2013,,012B189   306,GENERAL,Harbor,,O,"(33.72729, -118.31998)"
451279,3204,8138,,N,ANDASOL,AVE,,91325,02/28/2012,,189B133    88,CITATIONS,South Valley,,O,"(34.2181, -118.51084)"
481829,3142,10544,,N,ANDORA,AVE,,91311,10/17/2012,,207B101   179,GENERAL,North Valley,,O,"(34.2621, -118.6077)"
429661,1102,12030,,W,ANETA,ST,,90230,09/27/2011,,105B161   426,GENERAL,West Los Angeles,,O,"(33.98545, -118.40874)"
541106,2115,10112,,W,ANGELO,CIR,,90077,02/04/2014,,144B157   398,GENERAL,West Los Angeles,,O,"(34.08869, -118.43032)"
473130,2144,1335,,N,ANGELUS,AVE,,90026,07/09/2012,,142-5A205 438,GENERAL,East Los Angeles,,O,"(34.08338, -118.2699)"
449952,2144,1474,,N,ANGELUS,AVE,,90026,02/22/2012,,142-5A205 209,GENERAL,East Los Angeles,,O,"(34.0853, -118.2684)"
450335,2144,1478,,N,ANGELUS,AVE,,90026,02/23/2012,,142-5A205 197,GENERAL,East Los Angeles,,O,"(34.0854, -118.26833)"
523208,2144,1478,,N,ANGELUS,AVE,,90026,11/19/2013,,142-5A205 197,GENERAL,East Los Angeles,,O,"(34.0854, -118.26833)"
608047,2103,3006,,W,ANGUS,ST,,90039,06/10/2014,,150A205    58,GENERAL,East Los Angeles,,O,"(34.10662, -118.27039)"
500078,2131,3532,,E,ANNETTE,ST,,90065,05/21/2013,,150A219   279,GENERAL,East Los Angeles,,O,"(34.10408, -118.22369)"
466920,2115,9918,,W,ANTHONY,PL,,90210,05/25/2012,,147B157    19,GENERAL,West Los Angeles,,O,"(34.10281, -118.43229)"
571317,1101,15315,,W,ANTIOCH,ST,,90272,04/08/2014,,129B125   555,GENERAL,West Los Angeles,,O,"(34.04716, -118.52662)"
496934,8132,10411,,S,ANZAC,AVE,,90002,04/17/2013,,090A215   243,PACE,South Los Angeles,,O,"(33.94112, -118.23804)"
442347,3124,7525,,W,APPERSON,ST,,91042,01/19/2012,,204B197   834,GENERAL,North Valley,,O,"(34.25608, -118.2964)"
609840,2102,8517,,W,APPIAN,WAY,,90046,06/11/2014,,150A173    14,GENERAL,Central,,O,"(34.10725, -118.37921)"
529078,3107,7527,,N,AQUEDUCT,AVE,,91406,12/31/2013,,186B141   148,GENERAL,South Valley,,O,"(34.20744, -118.47403)"
424241,3107,7531,,N,AQUEDUCT,AVE,,91406,07/19/2011,,186B141   149,GENERAL,South Valley,,O,"(34.20761, -118.47391)"
523774,3204,8642,,N,AQUEDUCT,AVE,,91343,11/20/2013,,195B141   814,GENERAL,North Valley,,O,"(34.22758, -118.47412)"
551316,3143,9239,,N,AQUEDUCT,AVE,,91343,02/25/2014,,198B141   514,GENERAL,North Valley,,O,"(34.2386, -118.47423)"
494623,2132,1430,,S,ARAPAHOE,ST,,90006,03/14/2013,,127-5A201  50,GENERAL,South Los Angeles,,O,"(34.04534, -118.28524)"
612570,2132,1839,,S,ARAPAHOE,ST,,90006,06/13/2014,,126A201    78,GENERAL,South Los Angeles,,O,"(34.04072, -118.2854)"
418310,3105,14774,,W,ARARAT,ST,,91342,05/16/2011,,228B149   169,GENERAL,North Valley,,O,"(34.322, -118.45455)"
645046,2115,3956,,N,ARCHDALE,ROAD,,91436,07/23/2014,,162B141   132,GENERAL,South Valley,,O,"(34.14194, -118.47677)"
521546,3124,11124,,W,ARCHWOOD,ST,,91606,11/06/2013,,180B173   298,GENERAL,South Valley,,O,"(34.19171, -118.37346)"
499484,3124,11834,,W,ARCHWOOD,ST,,91606,05/14/2013,,180B169   336,GENERAL,South Valley,,O,"(34.19199, -118.39133)"
469870,3107,15454,,W,ARCHWOOD,ST,,91406,06/14/2012,,180B145    93,GENERAL,South Valley,,O,"(34.19283, -118.47033)"
488832,3111,20109,,W,ARCHWOOD,ST,,91306,01/10/2013,,180B113   205,GENERAL,South Valley,,O,"(34.19214, -118.57147)"
407716,2102,4945,,N,ARCOLA,AVE,,91601,03/02/2011,,168B177    62,GENERAL,South Valley,,O,"(34.16078, -118.35513)"
556912,3113,21521,,W,ARCOS,DR,,91364,03/13/2014,,168B105   738,GENERAL,South Valley,,O,"(34.1546, -118.59816)"
556913,3113,21527,,W,ARCOS,DR,,91364,03/13/2014,,168B105   726,GENERAL,South Valley,,O,"(34.15466, -118.59832)"
469462,1133,106,,N,ARDMORE,AVE,,90004,06/13/2012,,138B193   898,GENERAL,Central,,O,"(34.07403, -118.30153)"
633597,2141,648,,N,ARDMORE,AVE,,90004,07/09/2014,,141B193   641,GENERAL,Central,,O,"(34.08316, -118.30153)"
494611,1133,955,,S,ARDMORE,AVE,,90006,03/14/2013,,132B193  1157,GENERAL,Central,,O,"(34.05399, -118.3022)"
481172,2115,3445,,N,ARDSLEY,PL,,91436,10/05/2012,,159B133   216,GENERAL,South Valley,,O,"(34.1316, -118.50319)"
